,Unnamed: 0,city,state_l,metro,revenue,url,industry,workers,rank,id,yrs_on_list,growth,ifmid,ifiid,state_s,company
4204,4204,Cumming,Georgia,Atlanta,5463919,client-command,Advertising & Marketing,15,4230,24434,4,59.9083,29,5,GA,Client Command
4209,4209,Austin,Texas,Austin,29469119,builder-homesite,Advertising & Marketing,216,4235,6012,6,59.8105,18,5,TX,Builder Homesite
4243,4243,Atlanta,Georgia,Atlanta,6156199,352,Advertising & Marketing,58,4269,2614,7,58.0188,29,5,GA,352
4244,4244,Seattle,Washington,Seattle,10279622,smashing-ideas,Advertising & Marketing,75,4270,18742,3,57.9995,23,5,WA,Smashing Ideas
4246,4246,Atlanta,Georgia,Atlanta,13668825,response-mine-interactive,Advertising & Marketing,87,4272,20506,3,57.9717,29,5,GA,Response Mine Interactive
4247,4247,Newport Beach,California,Los Angeles,2818104,ileadscom,Advertising & Marketing,18,4273,9215,2,57.8627,2,5,CA,iLeads.com
4259,4259,Loveland,Ohio,Cincinnati,2666089,hyperdrive,Advertising & Marketing,18,4285,22428,2,57.4799,47,5,OH,HyperDrive
4262,4262,Glen Allen,Virginia,"Richmond, VA",3884127,taradel,Advertising & Marketing,12,4288,3794,6,57.3591,40,5,VA,Taradel
4275,4275,Portland,Oregon,"Portland, OR",9314000,connective-dx,Advertising & Marketing,64,4301,1345,6,57.0154,10,5,OR,Connective DX
4289,4289,Denver,Colorado,Denver,5180067,linhart-public-relations,Advertising & Marketing,28,4315,20595,3,56.6731,30,5,CO,Linhart Public Relations
4291,4291,Los Angeles,California,Los Angeles,3517000,trims-unlimited,Advertising & Marketing,5,4317,4143,5,56.6592,2,5,CA,Trims Unlimited
4331,4331,Atlanta,Georgia,Atlanta,10911000,inreality,Advertising & Marketing,33,4357,18724,2,55.0078,29,5,GA,InReality
4354,4354,Springfield,Missouri,"Springfield, MO",11314662,marlin-network,Advertising & Marketing,113,4380,18903,4,54.2265,102,5,MO,Marlin Network
4365,4365,Bethesda,Maryland,"Washington, DC",8484933,itn-international,Advertising & Marketing,50,4391,22421,2,53.9233,3,5,MD,ITN International
4373,4373,New York,New York,New York City,22730737,direct-agents,Advertising & Marketing,47,4399,1078,5,53.7468,9,5,NY,Direct Agents
4387,4387,Milwaukee,Wisconsin,"Milwaukee-Waukesha-West Allis, WI",10918466,first-edge-solutions,Advertising & Marketing,88,4413,22410,2,53.2857,27,5,WI,First Edge Solutions
4395,4395,Blue Bell,Pennsylvania,Philadelphia,39471787,mayoseitz-media,Advertising & Marketing,26,4421,24464,1,53.0068,49,5,PA,MayoSeitz Media
4403,4403,Tarpon springs,Florida,Tampa,4574123,imagemediacom,Advertising & Marketing,34,4429,3521,2,52.8759,7,5,FL,imageMEDIA.com
4404,4404,Phoenix,Arizona,Phoenix,10710796,commotion-promotions,Advertising & Marketing,28,4430,20675,3,52.8608,46,5,AZ,Commotion Promotions
4406,4406,New York,New York,New York City,27709051,c2c-outdoor,Advertising & Marketing,12,4432,21887,3,52.8434,9,5,NY,C2C Outdoor
4473,4473,Carrollton,Texas,Dallas,4250000,launch-agency,Advertising & Marketing,29,4499,18696,4,50.4425,8,5,TX,Launch Agency
4490,4490,Watsontown,Pennsylvania,"Sunbury, PA",2330500,mojo-active,Advertising & Marketing,20,4516,24489,1,49.6548,491,5,PA,MoJo Active
4508,4508,Austin,Texas,Austin,10661405,proof-advertising,Advertising & Marketing,95,4534,24494,1,49.196999999999996,18,5,TX,Proof Advertising
4518,4518,St. Cloud,Minnesota,"St. Cloud, MN",28397085,epromos-promotional-products,Advertising & Marketing,104,4544,2038,5,48.9773,332,5,MN,ePromos Promotional Products
4526,4526,New York,New York,New York City,41043330,paradysz,Advertising & Marketing,270,4552,7450,5,48.7864,9,5,NY,Paradysz
4528,4528,Seattle,Washington,Seattle,26849827,projectline-services,Advertising & Marketing,201,4554,680,6,48.7461,23,5,WA,Projectline Services
4542,4542,Sterling,Virginia,"Washington, DC",17202207,media-prowler,Advertising & Marketing,37,4568,20859,2,48.251999999999995,3,5,VA,Media Prowler
4563,4563,Orlando,Florida,"Orlando, FL",2478247,barnett-murphy-direct-marketing,Advertising & Marketing,15,4589,24508,1,47.6492,68,5,FL,Barnett Murphy Direct Marketing
4564,4564,Chicago,Illinois,Chicago,5004917,greentarget-global-group,Advertising & Marketing,24,4590,1266,3,47.6416,17,5,IL,Greentarget Global Group
4574,4574,Santa Ana,California,Los Angeles,7571800,mark-it-smart,Advertising & Marketing,14,4600,22527,2,47.4547,2,5,CA,Mark-It Smart
4586,4586,Houston,Texas,Houston,24326201,2020-exhibits,Advertising & Marketing,125,4612,2862,3,47.1568,22,5,TX,2020 Exhibits
4592,4592,Troy,Michigan,Detroit,9036903,one-source-talent,Advertising & Marketing,120,4618,1319,6,46.9353,50,5,MI,One Source Talent
4597,4597,Memphis,Tennessee,"Memphis, TN-MS-AR",3114877,directfx-solutions,Advertising & Marketing,18,4623,18681,4,46.722,105,5,TN,DirectFX Solutions
4614,4614,Charlestown,Massachusetts,Boston,6711090,boston-interactive,Advertising & Marketing,35,4640,2279,5,46.3427,6,5,MA,Boston Interactive
4626,4626,Binghamton,New York,"Binghamton, NY",6854931,savearound,Advertising & Marketing,64,4652,20099,3,45.9585,238,5,NY,SaveAround
4650,4650,Memphis,Tennessee,"Memphis, TN-MS-AR",13659383,archer-malmo,Advertising & Marketing,130,4676,9495,2,45.238,105,5,TN,Archer Malmo
4651,4651,Ewing,New Jersey,"Trenton-Ewing, NJ",7280930,compass-healthcare-marketers,Advertising & Marketing,35,4677,2706,5,45.2436,59,5,NJ,Compass Healthcare Marketers
4654,4654,Tallahassee,Florida,"Tallahassee, FL",4778000,moore-communications-group,Advertising & Marketing,27,4680,20676,3,45.1838,362,5,FL,Moore Communications Group
4686,4686,Boston,Massachusetts,Boston,8676336,connelly-partners,Advertising & Marketing,60,4712,24537,1,44.225,6,5,MA,Connelly Partners
4692,4692,Tempe,Arizona,Phoenix,4607685,ee-exhibit-solutions,Advertising & Marketing,19,4718,2773,5,44.0114,46,5,AZ,E&E Exhibit Solutions
4709,4709,Portland,Oregon,"Portland, OR",2524279,quango,Advertising & Marketing,15,4736,24543,1,43.0816,10,5,OR,Quango
4711,4711,New York City,New York,New York City,91381825,mcmurrytmg,Advertising & Marketing,269,4738,24544,1,43.0169,9,5,NY,McMurry/TMG
4734,4734,Santa Barbara,California,"Santa Barbara-Santa Maria-Goleta, CA",2486757,star-media-network,Advertising & Marketing,10,4761,24546,1,42.1742,274,5,CA,Star Media Network
4749,4749,Fort Lauderdale,Florida,Miami,4270580,crisp-marketing,Advertising & Marketing,50,4776,21337,2,41.9345,1,5,FL,Crisp Marketing
4760,4760,Los Angeles,California,Los Angeles,6035000,dial800,Advertising & Marketing,23,4787,20419,3,41.4343,2,5,CA,Dial800
4795,4795,Portland,Oregon,"Portland, OR",3968034,lane-pr,Advertising & Marketing,29,4822,20679,2,40.1428,10,5,OR,Lane PR
4802,4802,Norcross,Georgia,Atlanta,9827197,next-marketing,Advertising & Marketing,22,4829,2610,5,39.9535,29,5,GA,Next Marketing
4805,4805,Houston,Texas,Houston,13776129,topspot-internet-marketing,Advertising & Marketing,56,4832,1163,4,39.9327,22,5,TX,TopSpot Internet Marketing
4806,4806,Spring,Texas,Houston,3484103,jump2-group,Advertising & Marketing,5,4833,18403,4,39.9152,22,5,TX,Jump2 Group
4810,4810,San Francisco,California,San Francisco,10350217,spark,Advertising & Marketing,47,4837,3197,7,39.7628,4,5,CA,Spark
4812,4812,New York,New York,New York City,14330000,makovsky,Advertising & Marketing,55,4839,3135,4,39.7503,9,5,NY,Makovsky
4818,4818,St. Louis,Missouri,"St. Louis, MO-IL",86196000,ansira,Advertising & Marketing,515,4845,24570,1,39.6294,74,5,MO,Ansira
4826,4826,New York,New York,New York City,2550000,affect,Advertising & Marketing,18,4853,20011,2,39.4967,9,5,NY,Affect
4836,4836,Salt Lake City,Utah,Salt Lake City,30370491,snugz-usa,Advertising & Marketing,334,4863,20862,3,39.071999999999996,12,5,UT,SnugZ USA
4842,4842,Farmington,Utah,"Ogden-Clearfield, UT",12603939,thomasarts,Advertising & Marketing,105,4869,18413,4,38.769,204,5,UT,ThomasARTS
4853,4853,Wellesley,Massachusetts,Boston,16013095,travelers-marketing,Advertising & Marketing,15,4880,21851,2,38.5262,6,5,MA,Travelers Marketing
4855,4855,San Francisco,California,San Francisco,25198125,verticalresponse,Advertising & Marketing,109,4882,1261,8,38.5126,4,5,CA,VerticalResponse
4856,4856,Denver,Colorado,Denver,4545744,lrxd,Advertising & Marketing,27,4883,24572,1,38.5079,30,5,CO,LRXD
4878,4878,Portland,Oregon,"Portland, OR",6359361,angelvision,Advertising & Marketing,96,4905,2542,7,37.4808,10,5,OR,AngelVision
4901,4901,Grand Rapids,Michigan,"Grand Rapids-Wyoming, MI",7125000,lambert-edwards-associates,Advertising & Marketing,42,4928,4041,5,36.7431,219,5,MI,"Lambert, Edwards & Associates"
4918,4918,Los Angeles,California,Los Angeles,7258305,brighter-collective,Advertising & Marketing,31,4945,22415,6,36.2267,2,5,CA,Brighter Collective
4927,4927,Pleasantville,New York,New York City,6775324,premium-productions,Advertising & Marketing,16,4954,4753,3,35.9061,9,5,NY,Premium Productions
4931,4931,Aliso Viejo,California,Los Angeles,15202012,nett-solutions,Advertising & Marketing,45,4958,17723,4,35.7546,2,5,CA,Nett Solutions
4933,4933,Chicago,Illinois,Chicago,22479626,ga-communication-group,Advertising & Marketing,101,4960,22698,2,35.7099,17,5,IL,GA Communication Group
4945,4945,Southern Pines,North Carolina,"Southern Pines-Pinehurst, NC",61334413,trident-marketing,Advertising & Marketing,487,4972,2310,5,35.1518,152,5,NC,Trident Marketing
