,AGENCY-COMPANY,HEADQUARTERS,2014-REVENUE,% CHG,AGENCY-NAME,AGENCY-OWNER
23,IN Marketing Services* [Advantage Sales and Marketing],"Irvine, Calif.",352169000,19.4,IN Marketing Services ,Advantage Sales and Marketing
24,Havas Worldwide* [Havas],New York,342900000,12.6,Havas Worldwide ,Havas
25,TBWA Worldwide* [Omnicom],New York,330965000,2.0,TBWA Worldwide ,Omnicom
26,FCB* [Interpublic],New York,328876000,-5.2,FCB ,Interpublic
27,Grey* [WPP],New York,317844000,8.0,Grey ,WPP
28,inVentiv Health*,New York,301280000,12.0,inVentiv Health,Independent
29,Rosetta* [Publicis],"Hamilton, N.J.",293357000,8.5,Rosetta ,Publicis
30,Mindshare Worldwide* [WPP],New York,289620000,5.7,Mindshare Worldwide ,WPP
31,OgilvyOne Worldwide* [WPP],New York,288100000,25.2,OgilvyOne Worldwide ,WPP
32,Saatchi & Saatchi* [Publicis],New York,288000000,9.8,Saatchi & Saatchi ,Publicis
33,DDB Worldwide* [Omnicom],New York,287943000,4.0,DDB Worldwide ,Omnicom
34,Starcom USA* [Publicis],Chicago,286734000,2.8,Starcom USA ,Publicis
35,Ketchum* [Omnicom],New York,280000000,6.5,Ketchum ,Omnicom
36,OMD Worldwide* [Omnicom],New York,274946000,12.1,OMD Worldwide ,Omnicom
37,Ogilvy & Mather Advertising* [WPP],New York,273800000,10.4,Ogilvy & Mather Advertising ,WPP
38,MediaVest USA* [Publicis],New York,270234000,7.4,MediaVest USA ,Publicis
39,R/GA* [Interpublic],New York,258307000,8.5,R/GA ,Interpublic
40,MRM//McCann* [Interpublic],New York,257825000,10.5,MRM//McCann ,Interpublic
41,eBay Enterprise [eBay],"King of Prussia, Pa.",253000000,-5.6,eBay Enterprise ,eBay
42,Freeman,Dallas,246000000,9.3,Freeman,Independent
43,Zenith* [Publicis],New York,236252000,5.0,Zenith ,Publicis
44,Novus Media* [Omnicom],"Plymouth, Minn.",219738000,0.0,Novus Media ,Omnicom
45,MarketStar* [Omnicom],"Ogden, Utah",216091000,0.0,MarketStar ,Omnicom
46,MEC* [WPP],London,214600000,16.6,MEC ,WPP
47,FCB Health* [Interpublic],New York,208717000,9.4,FCB Health ,Interpublic
48,McGarryBowen* [Dentsu],New York,200000000,-4.8,McGarryBowen ,Dentsu
49,Burson-Marsteller* [WPP],New York,197354000,1.0,Burson-Marsteller ,WPP
50,Hill Holliday* [Interpublic],Boston,190532000,-5.0,Hill Holliday ,Interpublic
51,Geometry Global* [WPP],New York,190406000,5.0,Geometry Global ,WPP
52,Havas Health* [Havas],New York,188500000,4.1,Havas Health ,Havas
53,Deutsch* [Interpublic],New York,188000000,0.1,Deutsch ,Interpublic
54,iCrossing* [Hearst Corp.],New York,187450000,3.0,iCrossing ,Hearst Corp.
55,Horizon Media*,New York,187094000,16.0,Horizon Media,Independent
56,Richards Group,Dallas,186000000,1.1,Richards Group,Independent
57,Wieden & Kennedy*,"Portland, Ore.",182917000,2.9,Wieden & Kennedy,Independent
58,MediaCom* [WPP],New York,175160000,16.0,MediaCom ,WPP
59,Catapult [Alliance Data Systems Corp.],"Westport, Conn.",171218000,28.2,Catapult ,Alliance Data Systems Corp.
60,Huge* [Interpublic],"Brooklyn, N.Y.",169000000,33.1,Huge ,Interpublic
61,Marketing Arm* [Omnicom],Dallas,165000000,10.5,Marketing Arm ,Omnicom
62,VML* [WPP],"Kansas City, Mo.",164000000,19.9,VML ,WPP
63,Carat* [Dentsu],New York,161947000,5.5,Carat ,Dentsu
64,Integer Group* [Omnicom],"Lakewood, Colo.",157800000,8.6,Integer Group ,Omnicom
65,AKQA* [WPP],San Francisco,150000000,8.7,AKQA ,WPP
66,CP&B* [MDC Partners],"Boulder, Colo.",148407000,-6.9,CP&B ,MDC Partners
67,Ogilvy CommonHealth Worldwide* [WPP],"Parsippany, N.J.",145500000,0.5,Ogilvy CommonHealth Worldwide ,WPP
68,Cramer-Krasselt,Chicago,145371000,-4.6,Cramer-Krasselt,Independent
69,George P. Johnson [Project WorldWide],"Auburn Hills, Mich.",144689000,4.3,George P. Johnson ,Project WorldWide
70,Interbrand* [Omnicom],New York,143191000,2.3,Interbrand ,Omnicom
71,360i* [Dentsu],New York,143190000,11.0,360i ,Dentsu
72,Mullen* [Interpublic],Boston,139875000,8.0,Mullen ,Interpublic
73,Possible* [WPP],Seattle,139091000,18.6,Possible ,WPP
74,Hill&Knowlton Strategies* [WPP],New York,138424000,-1.5,Hill&Knowlton Strategies ,WPP
75,GMR Marketing* [Omnicom],"New Berlin, Wis.",137700000,8.0,GMR Marketing ,Omnicom
76,Match Marketing Group,"Mississauga, Ontario",135200000,3.5,Match Marketing Group,Independent
77,Meredith Xcelerated Marketing [Meredith Corp.],"Des Moines, Iowa",131000000,2.3,Meredith Xcelerated Marketing ,Meredith Corp.
78,Organic* [Omnicom],San Francisco,127439000,2.3,Organic ,Omnicom
79,UM* [Interpublic],New York,124522000,4.5,UM ,Interpublic
80,Octagon* [Interpublic],"Norwalk, Conn.",123905000,15.2,Octagon ,Interpublic
81,Assembly* [MDC Partners],New York,122350000,,Assembly ,MDC Partners
82,Zimmerman Advertising* [Omnicom],"Fort Lauderdale, Fla.",121705000,0.0,Zimmerman Advertising ,Omnicom
83,Jack Morton Worldwide* [Interpublic],Boston,121475000,0.0,Jack Morton Worldwide ,Interpublic
84,Moxie* [Publicis],Atlanta,121000000,0.0,Moxie ,Publicis
85,Martin Agency* [Interpublic],"Richmond, Va.",120929000,0.9,Martin Agency ,Interpublic
86,72andSunny* [MDC Partners],"Playa Vista, Calif.",120008000,38.6,72andSunny ,MDC Partners
87,Proximity* [Omnicom],New York,119854000,5.1,Proximity ,Omnicom
88,Ogilvy Public Relations* [WPP],New York,115300000,-4.9,Ogilvy Public Relations ,WPP
89,Trailer Park [Engine Group],Los Angeles,115000000,9.5,Trailer Park ,Engine Group
90,Digitas Health LifeBrands* [Publicis],Philadelphia,115000000,15.0,Digitas Health LifeBrands ,Publicis
91,Golin* [Interpublic],Chicago,114313000,6.0,Golin ,Interpublic
92,Gyro*,New York,114000000,3.6,Gyro,Independent
93,Lowe* [Interpublic],London,113456000,-5.0,Lowe ,Interpublic
94,KBS+* [MDC Partners],New York,110643000,6.9,KBS+ ,MDC Partners
95,Havas Media Group* [Havas],"Puteaux, France",109900000,17.4,Havas Media Group ,Havas
96,"Goodby, Silverstein & Partners* [Omnicom]",San Francisco,108566000,-10.0,"Goodby, Silverstein & Partners ",Omnicom
97,PlattForm Advertising,"Lenexa, Kan.",107272000,2.1,PlattForm Advertising,Independent
98,Maxus* [WPP],New York,105537000,36.5,Maxus ,WPP
99,RPA,"Santa Monica, Calif.",105000000,4.0,RPA,Independent
100,Initiative* [Interpublic],New York,104496000,12.5,Initiative ,Interpublic
101,Doner* [MDC Partners],"Southfield, Mich.",104405000,-0.7,Doner ,MDC Partners
102,MSL Group* [Publicis],Paris,103254000,-7.0,MSL Group ,Publicis
103,Critical Mass* [Omnicom],"Calgary, Alberta",103000000,13.2,Critical Mass ,Omnicom
104,CDM New York* [Omnicom],New York,102114000,-5.4,CDM New York ,Omnicom
105,Olson [ICF International's Olson],Minneapolis,101465000,8.5,Olson ,ICF International's Olson
106,Klick Health [Klick Inc.],Toronto,100967000,25.1,Klick Health ,Klick Inc.
107,MRY* [Publicis],New York,100000000,-1.0,MRY ,Publicis
108,OMG Entertainment & Sports* [Omnicom],New York,98453000,5.0,OMG Entertainment & Sports ,Omnicom
109,Sudler & Hennessey* [WPP],New York,97000000,-2.3,Sudler & Hennessey ,WPP
110,iProspect* [Dentsu],Boston,96659000,1.1,iProspect ,Dentsu
111,Ansira,St. Louis,95556000,0.3,Ansira,Independent
112,TracyLocke* [Omnicom],Dallas,95550000,-7.5,TracyLocke ,Omnicom
113,McCann Health* [Interpublic],New York,95201000,4.8,McCann Health ,Interpublic
114,Arnold Worldwide* [Havas],Boston,95000000,-6.9,Arnold Worldwide ,Havas
115,PHD* [Omnicom],New York,93879000,5.5,PHD ,Omnicom
116,GHG* [WPP],New York,93121000,1.7,GHG ,WPP
117,Derse*,Milwaukee,92186000,6.1,Derse,Independent
118,Momentum Worldwide* [Interpublic],New York,91972000,4.3,Momentum Worldwide ,Interpublic
119,McMurry/TMG,New York,91525000,0.3,McMurry/TMG,Independent
120,Harrison & Star* [Omnicom],New York,89112000,43.5,Harrison & Star ,Omnicom
121,Waggener Edstrom Communications,"Bellevue, Wash.",87548000,-10.9,Waggener Edstrom Communications,Independent
122,Isobar* [Dentsu],London,87000000,-1.7,Isobar ,Dentsu
123,TMP Worldwide Advertising & Communications,New York,86544000,-0.9,TMP Worldwide Advertising & Communications,Independent
124,Marketing Werks,Chicago,84810000,16.4,Marketing Werks,Independent
125,GSD&M* [Omnicom],"Austin, Texas",83850000,7.5,GSD&M ,Omnicom
126,Brierley & Partners* [WPP],"Plano, Texas",83683000,6.4,Brierley & Partners ,WPP
127,Targetbase* [Omnicom],"Irving, Texas",83503000,0.0,Targetbase ,Omnicom
128,Cohn & Wolfe* [WPP],New York,82909000,9.1,Cohn & Wolfe ,WPP
129,Global Experience Specialists* [Viad Corp.'s Global Experience Specialists],Las Vegas,82900000,10.4,Global Experience Specialists ,Viad Corp.'s Global Experience Specialists
130,Porter Novelli* [Omnicom],New York,82366000,2.5,Porter Novelli ,Omnicom
131,Team One* [Publicis],Los Angeles,81110000,19.1,Team One ,Publicis
132,VSA Partners,Chicago,80690000,9.0,VSA Partners,Independent
133,Javelin Marketing Group* [Omnicom],"Irving, Texas",80100000,23.2,Javelin Marketing Group ,Omnicom
134,Group360 Worldwide*,St. Louis,80000000,23.1,Group360 Worldwide,Independent
135,Droga5*,New York,78000000,44.4,Droga5,Independent
136,Landor* [WPP],San Francisco,77143000,-4.8,Landor ,WPP
137,Intouch Solutions,"Overland Park, Kan.",76804000,13.4,Intouch Solutions,Independent
138,Blast Radius* [WPP],"Vancouver, British Columbia",76500000,2.0,Blast Radius ,WPP
139,W2O Group,San Francisco,75670000,8.6,W2O Group,Independent
140,22squared,Atlanta,75144000,7.3,22squared,Independent
141,Resource/Ammirati,"Columbus, Ohio",75000000,13.6,Resource/Ammirati,Independent
142,Mirum* [WPP],San Diego,74963000,13.9,Mirum ,WPP
143,EPAM Systems,"Newtown, Pa.",74000000,,EPAM Systems,Independent
144,Huntsworth Health [Huntsworth],"Yardley, Pa.",73809000,15.2,Huntsworth Health ,Huntsworth
145,Brunswick Group*,London,70600000,8.3,Brunswick Group,Independent
146,Spark* [Publicis],Chicago,70389000,35.0,Spark ,Publicis
147,HelloWorld,"Pleasant Ridge, Mich.",70000000,7.2,HelloWorld,Independent
148,CAHG* [Omnicom],Chicago,69722000,8.5,CAHG ,Omnicom
149,Periscope,Minneapolis,69516000,4.6,Periscope,Independent
150,Apco Worldwide,Washington,69073000,-9.8,Apco Worldwide,Independent
151,Merkley & Partners* [Omnicom],New York,66842000,6.1,Merkley & Partners ,Omnicom
152,SourceLink,"Itasca, Ill.",66800000,-8.6,SourceLink,Independent
153,Team Enterprises* [MDC Partners],"Fort Lauderdale, Fla.",65000000,0.0,Team Enterprises ,MDC Partners
154,OMG Outdoor Media Group* [Omnicom],New York,64870000,5.5,OMG Outdoor Media Group ,Omnicom
155,FTI Consulting (Strategic Communications)*,New York,64210000,0.5,FTI Consulting (Strategic Communications),Independent
156,Pacific Communications,"Costa Mesa, Calif.",63857000,15.4,Pacific Communications,Independent
157,AbelsonTaylor,Chicago,63681000,-7.9,AbelsonTaylor,Independent
158,Moroch Partners,Dallas,63428000,5.3,Moroch Partners,Independent
159,Glover Park Group* [WPP],Washington,61934000,0.0,Glover Park Group ,WPP
160,Optimedia International U.S.* [Publicis],New York,61884000,1.1,Optimedia International U.S. ,Publicis
161,DDB Health/DDB Remedy* [Omnicom],New York,60866000,-0.5,DDB Health/DDB Remedy ,Omnicom
162,Wasserman Media Group*,Los Angeles,60280000,12.8,Wasserman Media Group,Independent
163,Resolution Media* [Omnicom],Chicago,60163000,14.6,Resolution Media ,Omnicom
164,SMG Performance Marketing* [Publicis],Chicago,59963000,12.0,SMG Performance Marketing ,Publicis
165,Rauxa,"Costa Mesa, Calif.",59637000,9.5,Rauxa,Independent
166,Tribal Worldwide* [Omnicom],New York,59474000,2.3,Tribal Worldwide ,Omnicom
167,Finn Partners,New York,58921000,9.2,Finn Partners,Independent
168,R&R Partners,Las Vegas,58647000,24.4,R&R Partners,Independent
169,Ivie & Associates,"Flower Mound, Texas",57764000,4.7,Ivie & Associates,Independent
170,Marketing Store,Chicago,57501000,17.5,Marketing Store,Independent
171,Allen & Gerritsen,Boston,57435000,5.0,Allen & Gerritsen,Independent
172,PMK-BNC* [Interpublic],"West Hollywood, Calif.",55000000,10.0,PMK-BNC ,Interpublic
173,GMMB* [Omnicom],Washington,55000000,71.9,GMMB ,Omnicom
174,PureRed,"Stone Mountain, Ga.",54509000,-6.7,PureRed,Independent
175,Mars Agency,"Southfield, Mich.",54231000,9.4,Mars Agency,Independent
176,MWWPR,New York,53517000,14.8,MWWPR,Independent
177,Saatchi & Saatchi Wellness* [Publicis],New York,52000000,4.0,Saatchi & Saatchi Wellness ,Publicis
178,Anomaly* [MDC Partners],New York,51523000,19.4,Anomaly ,MDC Partners
179,Neo@Ogilvy* [WPP],New York,51219000,14.6,Neo@Ogilvy ,WPP
180,GlobalHue*,"Southfield, Mich.",50816000,-7.3,GlobalHue,Independent
181,ICR,New York,50688000,19.4,ICR,Independent
182,CDMiConnect* [Omnicom],New York,50484000,23.2,CDMiConnect ,Omnicom
183,Acronym,New York,50200000,39.4,Acronym,Independent
184,Publicis Life Brands Medicus* [Publicis],New York,50000000,0.0,Publicis Life Brands Medicus ,Publicis
185,Fusion Marketing,St. Louis,50000000,4.2,Fusion Marketing,Independent
186,TPN* [Omnicom],Dallas,49500000,10.0,TPN ,Omnicom
187,Performics* [Publicis],Chicago,48716000,4.7,Performics ,Publicis
188,Healthcare Consultancy Group* [Omnicom],New York,48450000,2.0,Healthcare Consultancy Group ,Omnicom
189,Russ Reid Co.* [Omnicom],"Pasadena, Calif.",48428000,6.4,Russ Reid Co. ,Omnicom
190,Sard Verbinnen & Co.*,New York,47600000,7.2,Sard Verbinnen & Co.,Independent
191,Giant Creative Strategy,San Francisco,47000000,34.3,Giant Creative Strategy,Independent
192,Ackerman McQueen,Oklahoma City,46887000,15.4,Ackerman McQueen,Independent
193,AgencyRx* [Omnicom],New York,46543000,-9.1,AgencyRx ,Omnicom
194,Barkley,"Kansas City, Mo.",46533000,5.5,Barkley,Independent
195,Ruder Finn,New York,46352000,23.8,Ruder Finn,Independent
196,Paradysz & PM Digital,New York,45971000,8.9,Paradysz & PM Digital,Independent
197,CementBloc,New York,45416000,-3.4,CementBloc,Independent
198,David & Goliath*,"El Segundo, Calif.",44958000,16.5,David & Goliath,Independent
199,Water Cooler Group*,"Norwalk, Conn.",44506000,7.4,Water Cooler Group,Independent
200,R2C Group,"Portland, Ore.",44239000,3.5,R2C Group,Independent
201,Carmichael Lynch* [Interpublic],Minneapolis,44040000,8.0,Carmichael Lynch ,Interpublic
202,Havas PR* [Havas],New York,43900000,-6.0,Havas PR ,Havas
203,U.S. International Media*,Los Angeles,43661000,0.6,U.S. International Media,Independent
204,Marc USA,Pittsburgh,43417000,5.8,Marc USA,Independent
205,Tukaiz,"Franklin Park, Ill.",42834000,-7.9,Tukaiz,Independent
206,Commonground/MGS,New York,42492000,4.4,Commonground/MGS,Independent
207,MKTG* [Dentsu],New York,42457000,1.1,MKTG ,Dentsu
208,Lopez Negrete Communications,Houston,42300000,26.3,Lopez Negrete Communications,Independent
209,DKC,New York,41500000,13.7,DKC,Independent
210,JWT Inside* [WPP],"Santa Monica, Calif.",41090000,3.5,JWT Inside ,WPP
211,BFG Communications,"Bluffton, S.C.",41072000,-27.3,BFG Communications,Independent
212,Allied Integrated Marketing,"Cambridge, Mass.",40531000,8.0,Allied Integrated Marketing,Independent
213,EG+ Worldwide* [Omnicom],"Long Beach, Calif.",40301000,1.7,EG+ Worldwide ,Omnicom
214,Code & Theory,New York,40000000,33.3,Code & Theory,Independent
215,Mithun* [Interpublic],Minneapolis,39780000,0.0,Mithun ,Interpublic
216,Finsbury* [WPP],New York,39693000,0.0,Finsbury ,WPP
217,Sparks,Philadelphia,39225000,18.1,Sparks,Independent
218,"Venables, Bell & Partners",San Francisco,39000000,-4.9,"Venables, Bell & Partners",Independent
219,Essence,London,38511000,63.3,Essence,Independent
220,Deep Focus [Engine Group],New York,38501000,29.7,Deep Focus ,Engine Group
221,Siegel & Gale* [Omnicom],New York,38448000,-15.5,Siegel & Gale ,Omnicom
222,BVK,Milwaukee,38400000,13.6,BVK,Independent
223,Magna Global* [Interpublic],New York,38030000,9.4,Magna Global ,Interpublic
224,Colle & McVoy* [MDC Partners],Minneapolis,38000000,2.7,Colle & McVoy ,MDC Partners
225,Discovery USA* [Publicis],Chicago,38000000,0.0,Discovery USA ,Publicis
226,Bernstein-Rein Advertising,"Kansas City, Mo.",37492000,-12.4,Bernstein-Rein Advertising,Independent
227,Grayling [Huntsworth],London,37315000,-4.1,Grayling ,Huntsworth
228,Bartle Bogle Hegarty* [Publicis],London,37246000,13.9,Bartle Bogle Hegarty ,Publicis
229,HackerAgency* [Interpublic],Seattle,37229000,-9.0,HackerAgency ,Interpublic
230,Inter/Media Advertising*,"Woodland Hills, Calif.",36845000,8.2,Inter/Media Advertising,Independent
231,Big Fuel Communications* [Publicis],New York,36673000,45.0,Big Fuel Communications ,Publicis
232,Mercury Media*,"Santa Monica, Calif.",36380000,5.0,Mercury Media,Independent
233,Translation*,New York,36316000,5.3,Translation,Independent
234,Rockfish* [WPP],"Rogers, Ark.",36309000,0.0,Rockfish ,WPP
235,Eric Mower & Associates,"Syracuse, N.Y.",36260000,0.3,Eric Mower & Associates,Independent
236,LatinWorks* [Omnicom],"Austin, Texas",36010000,-0.9,LatinWorks ,Omnicom
237,Bader Rutter & Associates,"Brookfield, Wis.",35797000,-6.2,Bader Rutter & Associates,Independent
238,Adcom Group,Cleveland,35312000,21.3,Adcom Group,Independent
239,Marina Maher Communications* [Omnicom],New York,35300000,6.0,Marina Maher Communications ,Omnicom
240,Kekst & Co.* [Publicis],New York,35000000,1.4,Kekst & Co. ,Publicis
241,Conill* [Publicis],"El Segundo, Calif.",34496000,15.0,Conill ,Publicis
242,Saatchi & Saatchi X* [Publicis],"Springdale, Ark.",34201000,0.0,Saatchi & Saatchi X ,Publicis
243,Doremus* [Omnicom],New York,34061000,1.2,Doremus ,Omnicom
244,FutureBrand* [Interpublic],London,34025000,3.4,FutureBrand ,Interpublic
245,Anderson Direct & Digital,"Poway, Calif.",34012000,-10.9,Anderson Direct & Digital,Independent
246,Grizzard Communications Group* [Omnicom],Atlanta,33975000,-6.7,Grizzard Communications Group ,Omnicom
247,Kinetic* [WPP],New York,33956000,11.0,Kinetic ,WPP
248,McKinney [Cheil Worldwide],"Durham, N.C.",33896000,6.6,McKinney ,Cheil Worldwide
249,Brodeur Partners*,Boston,33354000,9.0,Brodeur Partners,Independent
250,Pop* [Advance Publications],Seattle,33179000,-3.6,Pop ,Advance Publications
251,Mother New York [Mother Holdings],New York,33000000,4.8,Mother New York ,Mother Holdings
252,MCD Partners,New York,32500000,13.0,MCD Partners,Independent
253,MMGY Global,"Kansas City, Mo.",32490000,7.4,MMGY Global,Independent
254,CMD,"Portland, Ore.",32187000,7.4,CMD,Independent
255,Ayzenberg Group,"Pasadena, Calif.",32000000,4.9,Ayzenberg Group,Independent
256,Bravo Group* [WPP],Miami,32000000,0.0,Bravo Group ,WPP
257,Allison & Partners* [MDC Partners],San Francisco,31740000,,Allison & Partners ,MDC Partners
258,Team Epic* [Dentsu],"Norwalk, Conn.",31738000,-8.8,Team Epic ,Dentsu
259,PadillaCRT,Minneapolis,31624000,-2.2,PadillaCRT,Independent
260,CDM Princeton* [Omnicom],"Princeton, N.J.",31422000,19.0,CDM Princeton ,Omnicom
261,Fallon* [Publicis],Minneapolis,31287000,-19.0,Fallon ,Publicis
262,CCG Marketing Solutions,"West Caldwell, N.J.",31000000,4.6,CCG Marketing Solutions,Independent
263,Matomy* [Matomy Media Group],New York,30618000,21.2,Matomy ,Matomy Media Group
264,Eleven,San Francisco,30506000,18.6,Eleven,Independent
265,T3,"Austin, Texas",30375000,-1.6,T3,Independent
266,Davis Elen Advertising,Los Angeles,30332000,9.7,Davis Elen Advertising,Independent
267,Swirl*,San Francisco,30137000,33.5,Swirl,Independent
268,WongDoody,Seattle,30000000,3.4,WongDoody,Independent
269,Publicis Health Media* [Publicis],Philadelphia,30000000,20.0,Publicis Health Media ,Publicis
270,CMI/Compas*,"King of Prussia, Pa.",29903000,13.4,CMI/Compas,Independent
271,Vizeum* [Dentsu],New York,29871000,160.0,Vizeum ,Dentsu
272,Orion Holdings* [Interpublic],New York,29796000,1.3,Orion Holdings ,Interpublic
273,Fahlgren Mortine,"Columbus, Ohio",29681000,6.2,Fahlgren Mortine,Independent
274,Wire Stone,San Francisco,29327000,11.5,Wire Stone,Independent
275,Firstborn* [Dentsu],New York,29242000,8.3,Firstborn ,Dentsu
276,Brunner,Pittsburgh,29100000,0.3,Brunner,Independent
277,Greater Than One,New York,29045000,21.3,Greater Than One,Independent
278,Laughlin Constable,Milwaukee,28500000,-1.7,Laughlin Constable,Independent
279,180 Amsterdam/180LA* [Omnicom],Amsterdam,28456000,21.6,180 Amsterdam/180LA ,Omnicom
280,Star Group,"Voorhees, N.J.",28425000,8.0,Star Group,Independent
281,Alma* [Omnicom],Miami,28415000,13.7,Alma ,Omnicom
282,Zeno Group [DJE Holdings],New York,28299000,0.6,Zeno Group ,DJE Holdings
283,Switch,St. Louis,28235000,-13.7,Switch,Independent
284,"Butler, Shine, Stern & Partners","Sausalito, Calif.",28211000,-3.9,"Butler, Shine, Stern & Partners",Independent
285,ID Media* [Interpublic],New York,28000000,7.7,ID Media ,Interpublic
286,Blue State Digital* [WPP],New York,28000000,0.0,Blue State Digital ,WPP
287,Lewis PR,San Francisco,27900000,22.9,Lewis PR,Independent
288,Fitch* [WPP],London,27759000,0.0,Fitch ,WPP
289,Omelet,"Culver City, Calif.",27600000,10.0,Omelet,Independent
290,Jackson Marketing Group,"Greenville, S.C.",27250000,9.0,Jackson Marketing Group,Independent
291,A.B. Data,Milwaukee,27107000,-17.1,A.B. Data,Independent
292,Martin Williams* [Omnicom],Minneapolis,26800000,-4.8,Martin Williams ,Omnicom
293,Grupo Gallegos,"Huntington Beach, Calif.",26000000,40.5,Grupo Gallegos,Independent
294,Cramer,"Norwood, Mass.",26000000,-10.3,Cramer,Independent
295,Enlighten,"Ann Arbor, Mich.",26000000,18.2,Enlighten,Independent
296,Dailey* [Interpublic],"West Hollywood, Calif.",25913000,0.0,Dailey ,Interpublic
297,Cadient,"Malvern, Pa.",25500000,24.4,Cadient,Independent
298,Regan Communications Group*,Boston,25475000,9.0,Regan Communications Group,Independent
299,G&S Business Communications*,New York,25438000,13.1,G&S Business Communications,Independent
300,Kobie Marketing,"St. Petersburg, Fla.",25333000,26.2,Kobie Marketing,Independent
301,Alcone Marketing* [Omnicom],"Irvine, Calif.",25303000,0.0,Alcone Marketing ,Omnicom
302,Tapestry* [Publicis],Chicago,25279000,4.5,Tapestry ,Publicis
303,Didit,"Mineola, N.Y.",25240000,9.4,Didit,Independent
304,Mekanism,San Francisco,25161000,14.0,Mekanism,Independent
305,M&C Saatchi,London,25009000,34.2,M&C Saatchi,Independent
306,OutCast Agency [Next Fifteen Communications Group],San Francisco,25000000,19.0,OutCast Agency ,Next Fifteen Communications Group
307,Biolumina* [Omnicom],New York,25000000,8.9,Biolumina ,Omnicom
308,Source Marketing* [MDC Partners],"Norwalk, Conn.",25000000,-10.7,Source Marketing ,MDC Partners
309,Text 100 [Next Fifteen Communications Group],New York,24852000,20.0,Text 100 ,Next Fifteen Communications Group
310,Adelphi Group* [Omnicom],New York,24821000,0.7,Adelphi Group ,Omnicom
311,Fuseideas,"Winchester, Mass.",24550000,9.6,Fuseideas,Independent
312,Empower MediaMarketing,Cincinnati,24500000,18.4,Empower MediaMarketing,Independent
313,French/West/Vaughan,"Raleigh, N.C.",24202000,0.8,French/West/Vaughan,Independent
314,Pereira & O'Dell [Grupo ABC],San Francisco,24000000,20.0,Pereira & O'Dell ,Grupo ABC
315,Via Agency,"Portland, Maine",23850000,6.0,Via Agency,Independent
316,MMB*,Boston,23823000,11.1,MMB,Independent
317,Upshot,Chicago,23700000,5.3,Upshot,Independent
318,Concentric Health Experience* [MDC Partners],New York,23400000,25.8,Concentric Health Experience ,MDC Partners
319,GA Communication Group,Chicago,23100000,2.7,GA Communication Group,Independent
320,Coyne Public Relations,"Parsippany, N.J.",23010000,14.8,Coyne Public Relations,Independent
321,Gravity Media,New York,22945000,3.0,Gravity Media,Independent
322,HL Group* [MDC Partners],New York,22795000,9.6,HL Group ,MDC Partners
323,Geary LSF Group,San Francisco,22659000,-14.9,Geary LSF Group,Independent
324,Revolution,Chicago,22630000,20.0,Revolution,Independent
325,EVB*,"Oakland, Calif.",22545000,23.1,EVB,Independent
326,Haworth Marketing & Media*,Minneapolis,22475000,3.6,Haworth Marketing & Media,Independent
327,MV42* [Publicis],New York,22444000,16.0,MV42 ,Publicis
328,Kern* [Omnicom],"Woodland Hills, Calif.",22370000,3.5,Kern ,Omnicom
329,Osborn Barr,St. Louis,22246000,1.2,Osborn Barr,Independent
