,AGENCY-COMPANY,HEADQUARTERS,2010-REVENUE,% CHG,AGENCY-NAME,AGENCY-OWNER
64,MediaCom* [WPP (Group M)],New York,112787000,5.0,MediaCom ,WPP
65,UM* [Interpublic (Mediabrands)],New York,112575000,18.5,UM ,Interpublic
66,McGarryBowen* [Dentsu (Dentsu Network West)],New York,112000000,60.0,McGarryBowen ,Dentsu
67,RPA,"Santa Monica, Calif.",111300000,12.9,RPA,Independent
68,Momentum Worldwide* [Interpublic (McCann)],New York,110000000,8.9,Momentum Worldwide ,Interpublic
69,Interbrand* [Omnicom (DDB)],New York,107422000,7.4,Interbrand ,Omnicom
70,Horizon Media*,New York,106500000,26.8,Horizon Media,Independent
71,Marketing Arm* [Omnicom],Dallas,106500000,6.5,Marketing Arm ,Omnicom
72,DraftFCB Healthcare* [Interpublic (DraftFCB)],New York,105000000,20.7,DraftFCB Healthcare ,Interpublic
73,Zimmerman Advertising* [Omnicom (TBWA)],"Fort Lauderdale, Fla.",105000000,8.2,Zimmerman Advertising ,Omnicom
74,TracyLocke* [Omnicom (DDB)],Dallas,100000000,0.0,TracyLocke ,Omnicom
75,Waggener Edstrom Worldwide,"Bellevue, Wash.",99786000,5.5,Waggener Edstrom Worldwide,Independent
76,Arnold Worldwide* [Havas],Boston,99500000,6.0,Arnold Worldwide ,Havas
77,McCann Healthcare Worldwide* [Interpublic (McCann)],"Parsippany, N.J.",95186000,4.6,McCann Healthcare Worldwide ,Interpublic
78,Critical Mass* [Omnicom],Chicago,95000000,26.7,Critical Mass ,Omnicom
79,Mullen* [Interpublic],Boston,93000000,12.0,Mullen ,Interpublic
80,Sudler & Hennessey* [WPP (Y&R)],New York,92000000,12.2,Sudler & Hennessey ,WPP
81,Tribal DDB* [Omnicom (DDB)],New York,90200000,7.4,Tribal DDB ,Omnicom
82,GolinHarris* [Interpublic],Chicago,90000000,3.0,GolinHarris ,Interpublic
83,Porter Novelli* [Omnicom],New York,90000000,3.0,Porter Novelli ,Omnicom
84,VML* [WPP (Y&R)],"Kansas City, Mo.",90000000,12.5,VML ,WPP
85,Initiative* [Interpublic (Mediabrands)],New York,89000000,12.7,Initiative ,Interpublic
86,GyroHSR*,New York,88706000,4.1,GyroHSR,Independent
87,Possible Worldwide* [WPP (WPP Digital)],New York,87000000,,Possible Worldwide ,WPP
88,Accent Marketing Services* [MDC Partners],"Jeffersonville, Ind.",85825000,-19.1,Accent Marketing Services ,MDC Partners
89,MRM Worldwide* [Interpublic (McCann)],New York,85500000,14.0,MRM Worldwide ,Interpublic
90,GMR Marketing* [Omnicom],"New Berlin, Wis.",85000000,9.0,GMR Marketing ,Omnicom
91,Octagon* [Interpublic],"Norwalk, Conn.",84700000,10.0,Octagon ,Interpublic
92,Proximity Worldwide* [Omnicom (BBDO)],New York,83552000,12.0,Proximity Worldwide ,Omnicom
93,Kirshenbaum Bond Senecal & Partners* [MDC Partners],New York,83250000,11.0,Kirshenbaum Bond Senecal & Partners ,MDC Partners
94,SolutionSet,"Mill Valley, Calif.",83078000,6.0,SolutionSet,Independent
95,Jack Morton Worldwide* [Interpublic],Boston,82500000,15.8,Jack Morton Worldwide ,Interpublic
96,Goodness Mfg./Trailer Park,Los Angeles,82000000,5.1,Goodness Mfg./Trailer Park,Independent
97,GHG* [WPP (Grey)],New York,81414000,3.4,GHG ,WPP
98,MSL* [Publicis (MSL Group)],Paris,80972000,3.6,MSL ,Publicis
99,Ruder Finn [Ruder Finn Group],New York,80882000,13.8,Ruder Finn ,Ruder Finn Group
100,Carat* [Aegis Group],New York,80000000,6.7,Carat ,Aegis Group
101,Lowe Healthcare Worldwide* [Interpublic (Lowe)],"Parsippany, N.J.",78000000,0.8,Lowe Healthcare Worldwide ,Interpublic
102,Targetbase* [Omnicom],"Irving, Texas",78000000,4.0,Targetbase ,Omnicom
103,FD* [FTI Consulting],New York/London,77279000,7.3,FD ,FTI Consulting
104,Apco Worldwide,Washington,75007000,25.0,Apco Worldwide,Independent
105,360i* [Dentsu (Dentsu Network West)],New York,75000000,25.0,360i ,Dentsu
106,Harrison & Star* [Omnicom],New York,75000000,7.0,Harrison & Star ,Omnicom
107,Landor Associates* [WPP (Y&R)],San Francisco,75000000,14.5,Landor Associates ,WPP
108,MPG* [Havas (Havas Media)],New York,75000000,-7.7,MPG ,Havas
109,SourceLink,"Itasca, Ill.",72600000,3.7,SourceLink,Independent
110,Hawkeye [Hawkeye Group],Dallas,72570000,7.0,Hawkeye ,Hawkeye Group
111,Acquity Group,Chicago,72500000,41.4,Acquity Group,Independent
112,Publicis Modem* [Publicis (Publicis)],New York,72500000,16.0,Publicis Modem ,Publicis
113,GSD&M* [Omnicom],"Austin, Texas",72000000,0.0,GSD&M ,Omnicom
114,PHD* [Omnicom (OMG)],London,72000000,7.0,PHD ,Omnicom
115,AbelsonTaylor,Chicago,70448000,4.8,AbelsonTaylor,Independent
116,NSI/Razor,St. Louis,70236000,13.6,NSI/Razor,Independent
117,TMP Worldwide Advertising & Communications [TMP Worldwide],New York,69268000,15.4,TMP Worldwide Advertising & Communications ,TMP Worldwide
118,Cohn & Wolfe* [WPP (Y&R)],New York,68750000,0.0,Cohn & Wolfe ,WPP
119,Plattform Advertising [Ad Venture Interactive],"Lenexa, Kan.",68466000,1.2,Plattform Advertising ,Ad Venture Interactive
120,CAHG* [Omnicom],Chicago,67823000,10.6,CAHG ,Omnicom
121,Geomentum* [Interpublic (Mediabrands)],"Downers Grove, Ill.",66150000,-9.1,Geomentum ,Interpublic
122,GlobalHue*,"Southfield, Mich.",65670000,1.8,GlobalHue,Independent
123,Moxie Interactive* [Publicis (ZenithOptimedia)],Atlanta,65000000,8.3,Moxie Interactive ,Publicis
124,Olson,Minneapolis,64800000,25.6,Olson,Independent
125,Brunswick*,London,61000000,,Brunswick,Independent
126,Medicus Life Brands* [Publicis (PHCG)],New York,61000000,0.0,Medicus Life Brands ,Publicis
127,22squared,Atlanta,60785000,5.9,22squared,Independent
128,Team Enterprises* [MDC Partners],"Fort Lauderdale, Fla.",60000000,9.1,Team Enterprises ,MDC Partners
129,Ryan Partnership [D.L. Ryan Cos. (Ryan Partnership)],"Wilton, Conn.",57381000,1.7,Ryan Partnership ,D.L. Ryan Cos.
130,Global Experience Specialists* [Viad Corp.],Las Vegas,55900000,9.0,Global Experience Specialists ,Viad Corp.
131,Kaplan Thaler Group* [Publicis],New York,55000000,10.0,Kaplan Thaler Group ,Publicis
132,TBA Global,New York,55000000,1.7,TBA Global,Independent
133,Team One* [Publicis (Saatchi)],"El Segundo, Calif.",54750000,9.5,Team One ,Publicis
134,Huntsworth Health* [Huntsworth],"Yardley, Pa.",54511000,4.1,Huntsworth Health ,Huntsworth
135,Fry*,"Ann Arbor, Mich.",53300000,7.9,Fry,Independent
136,Resource Interactive,"Columbus, Ohio",53000000,29.3,Resource Interactive,Independent
137,Blast Radius* [WPP (Y&R {Wunderman})],Vancouver,52000000,23.8,Blast Radius ,WPP
138,iProspect* [Aegis Group],Boston,52000000,20.9,iProspect ,Aegis Group
139,Derse*,Milwaukee,51925000,6.0,Derse,Independent
140,R2C Group,"Portland, Ore.",51924000,1.5,R2C Group,Independent
141,Roundarch,Chicago,51488000,10.9,Roundarch,Independent
142,Grayling* [Huntsworth],London,50491000,2.1,Grayling ,Huntsworth
143,Ascentium,"Bellevue, Wash.",50200000,-23.9,Ascentium,Independent
144,GAPRC Group,"Stone Mountain, Ga.",50100000,27.2,GAPRC Group,Independent
145,Brierley & Partners* [WPP],"Plano, Texas",48000000,,Brierley & Partners ,WPP
146,IMC* [IMC2],Dallas,48000000,-4.0,IMC ,IMC2
147,Saatchi & Saatchi Health Communications NY* [Publicis (PHCG)],New York,46500000,0.0,Saatchi & Saatchi Health Communications NY ,Publicis
148,Periscope,Minneapolis,46497000,0.6,Periscope,Independent
149,LBi [LBi International],New York,46000000,7.0,LBi ,LBi International
150,Neo@Ogilvy* [WPP (O&M)],New York,46000000,21.1,Neo@Ogilvy ,WPP
151,Group M Search* [WPP (Group M)],St. Louis,45495000,35.0,Group M Search ,WPP
152,Fallon Worldwide* [Publicis],Minneapolis,45000000,12.5,Fallon Worldwide ,Publicis
153,15miles,New York,44436000,-8.7,15miles,Independent
154,McMurry,Phoenix,44000000,-10.2,McMurry,Independent
155,Bernstein-Rein Advertising,"Kansas City, Mo.",43535000,0.6,Bernstein-Rein Advertising,Independent
156,Moroch Partners,Dallas,43244000,1.9,Moroch Partners,Independent
157,Band Digital,Chicago,43014000,-9.7,Band Digital,Independent
158,OgilvyAction* [WPP (O&M)],New York,43000000,19.4,OgilvyAction ,WPP
159,Huge* [Interpublic (Lowe)],"Brooklyn, N.Y.",42842000,38.2,Huge ,Interpublic
160,Barkley,"Kansas City, Mo.",42364000,-3.3,Barkley,Independent
161,Group360 Worldwide,St. Louis,42000000,0.0,Group360 Worldwide,Independent
162,Javelin Marketing Group* [Omnicom],"Irving, Texas",42000000,-6.0,Javelin Marketing Group ,Omnicom
163,Pacific Communications,"Costa Mesa, Calif.",41619000,18.6,Pacific Communications,Independent
164,Siegel & Gale* [Omnicom],New York,41250000,26.9,Siegel & Gale ,Omnicom
165,Marketing Drive* [RiverNorth Group (KB Holdings)],"Norwalk, Conn.",41160000,-1.8,Marketing Drive ,RiverNorth Group
166,GMMB* [Omnicom],Washington,41000000,7.9,GMMB ,Omnicom
167,ePrize,"Pleasant Ridge, Mich.",40718000,12.8,ePrize,Independent
168,Carmichael Lynch* [Interpublic],Minneapolis,40500000,0.0,Carmichael Lynch ,Interpublic
169,McKinney,"Durham, N.C.",40000000,41.5,McKinney,Independent
170,Kekst & Co.* [Publicis (MSL Group)],New York,40000000,2.4,Kekst & Co. ,Publicis
171,Optimedia International U.S.* [Publicis (ZenithOptimedia)],New York,40000000,2.0,Optimedia International U.S. ,Publicis
172,Amp Agency [Alloy Media & Marketing],Boston,39310000,4.0,Amp Agency ,Alloy Media & Marketing
173,Bartle Bogle Hegarty*,London,39000000,21.9,Bartle Bogle Hegarty,Independent
174,JWT Inside* [WPP (JWT)],New York,38707000,7.5,JWT Inside ,WPP
175,BVK,Milwaukee,38600000,31.3,BVK,Independent
176,Martin Williams Advertising* [Omnicom],Minneapolis,38466000,5.0,Martin Williams Advertising ,Omnicom
177,R&R Partners,Las Vegas,37526000,6.5,R&R Partners,Independent
178,Efficient Frontier*,"Sunnyvale, Calif.",37500000,25.0,Efficient Frontier,Independent
179,WCG,San Francisco,37008000,37.4,WCG,Independent
180,Dieste* [Omnicom],Dallas,37000000,0.0,Dieste ,Omnicom
181,E-Graphics Worldwide* [Omnicom (TBWA)],"Long Beach, Calif.",37000000,-2.6,E-Graphics Worldwide ,Omnicom
182,Marketing Store,"Lombard, Ill.",36700000,-12.6,Marketing Store,Independent
183,Engauge,"Columbus, Ohio",36627000,2.2,Engauge,Independent
184,MediaWhiz,New York,36423000,32.3,MediaWhiz,Independent
185,Catapult Integrated Services [D.L. Ryan Cos. (Ryan Partnership)],"Westport, Conn.",35782000,7.6,Catapult Integrated Services ,D.L. Ryan Cos.
186,Mars Advertising,"Southfield, Mich.",35478000,3.5,Mars Advertising,Independent
187,Doremus* [Omnicom],New York,35200000,10.0,Doremus ,Omnicom
188,Macquarium Intelligent Communications,Atlanta,35000000,6.1,Macquarium Intelligent Communications,Independent
189,U.S. International Media*,Los Angeles,35000000,20.7,U.S. International Media,Independent
190,BFG Communications,"Bluffton, S.C.",34830000,10.5,BFG Communications,Independent
191,MWW Group*,"East Rutherford, N.J.",34798000,3.0,MWW Group,Independent
192,Marketing Werks,Chicago,34458000,,Marketing Werks,Independent
193,Campbell Mithun* [Interpublic (McCann)],Minneapolis,34450000,-35.0,Campbell Mithun ,Interpublic
194,CementBloc,New York,33900000,24.0,CementBloc,Independent
195,Hacker Group* [Interpublic (DraftFCB)],Seattle,33500000,4.7,Hacker Group ,Interpublic
196,Mktg,New York,33340000,4.6,Mktg,Independent
197,"Venables, Bell & Partners",San Francisco,33326000,14.9,"Venables, Bell & Partners",Independent
198,LLNS* [Omnicom],New York,33193000,10.6,LLNS ,Omnicom
199,Grizzard Communications Group* [Omnicom],Atlanta,32580000,3.1,Grizzard Communications Group ,Omnicom
200,SMG Performance Marketing* [Publicis (SMG)],New York,32000000,18.5,SMG Performance Marketing ,Publicis
201,Zaaz* [WPP (Y&R {Wunderman})],Seattle,32000000,28.0,Zaaz ,WPP
202,Paradysz,New York,31693000,14.9,Paradysz,Independent
203,Switch,St. Louis,31400000,12.1,Switch,Independent
204,Team Epic* [Aegis Group],"Norwalk, Conn.",31400000,20.3,Team Epic ,Aegis Group
205,Saatchi & Saatchi X* [Publicis (Saatchi)],"Springdale, Ark.",31200000,4.0,Saatchi & Saatchi X ,Publicis
206,Star Group,"Voorhees, N.J.",31004000,-0.4,Star Group,Independent
207,"Butler, Shine, Stern & Partners","Sausalito, Calif.",30956000,1.1,"Butler, Shine, Stern & Partners",Independent
208,Zeta Interactive,New York,30907000,0.0,Zeta Interactive,Independent
209,Integrated Media Solutions* [MDC Partners],"Beverly Hills, Calif.",30764000,7.5,Integrated Media Solutions ,MDC Partners
210,Rauxa Direct,"Costa Mesa, Calif.",30707000,-19.8,Rauxa Direct,Independent
211,Eric Mower & Associates,"Syracuse, N.Y.",30562000,-7.3,Eric Mower & Associates,Independent
212,BGT Partners,Miami,30520000,40.0,BGT Partners,Independent
213,Bravo Group* [WPP (Y&R)],Miami,30000000,12.0,Bravo Group ,WPP
214,FutureBrand* [Interpublic (McCann)],London,30000000,-7.7,FutureBrand ,Interpublic
215,Russ Reid Co.* [Omnicom],"Pasadena, Calif.",30000000,5.3,Russ Reid Co. ,Omnicom
216,Maxus* [WPP (Group M)],New York,29930000,10.0,Maxus ,WPP
217,Qorvis Communications*,Washington,29700000,,Qorvis Communications,Independent
218,Ackerman McQueen,Oklahoma City,29587000,7.5,Ackerman McQueen,Independent
219,Acronym Media,New York,29500000,9.3,Acronym Media,Independent
220,Anderson Direct Marketing,"Poway, Calif.",29500000,23.4,Anderson Direct Marketing,Independent
221,Merkley & Partners* [Omnicom],New York,29250000,0.0,Merkley & Partners ,Omnicom
222,Performics* [Publicis (ZenithOptimedia)],Chicago,28890000,7.0,Performics ,Publicis
223,Bernard Hodes Group* [Omnicom],New York,28520000,-8.0,Bernard Hodes Group ,Omnicom
224,Haworth Marketing & Media,Minneapolis,28500000,14.0,Haworth Marketing & Media,Independent
225,Allen & Gerritsen,"Watertown, Mass.",28445000,22.0,Allen & Gerritsen,Independent
226,180 Amsterdam/180LA* [Omnicom],"Amsterdam/Santa Monica, Calif.",28000000,,180 Amsterdam/180LA ,Omnicom
227,Cramer,"Norwood, Mass.",28000000,12.0,Cramer,Independent
228,Kinetic* [WPP (Tenthavenue)],London,27680000,14.3,Kinetic ,WPP
229,Risdall Advertising,"New Brighton, Minn.",27560000,-1.7,Risdall Advertising,Independent
230,Colle & McVoy* [MDC Partners],Minneapolis,27544000,3.8,Colle & McVoy ,MDC Partners
231,Eveo,San Francisco,27500000,26.4,Eveo,Independent
232,Saatchi & Saatchi Wellness* [Publicis (PHCG)],New York,27400000,0.0,Saatchi & Saatchi Wellness ,Publicis
233,Marc USA,Pittsburgh,27335000,3.5,Marc USA,Independent
234,Factory Design Labs,Denver,27092000,27.2,Factory Design Labs,Independent
235,Lippincott*,New York,27000000,6.4,Lippincott,Independent
236,Gotham* [Interpublic (McCann)],New York,26813000,62.5,Gotham ,Interpublic
237,Quigley-Simpson,Los Angeles,26589000,20.0,Quigley-Simpson,Independent
238,ICR,"Norwalk, Conn.",26515000,20.5,ICR,Independent
239,Magnani Caruso Dutton,New York,26426000,13.8,Magnani Caruso Dutton,Independent
240,Inter/Media Advertising,"Encino, Calif.",26400000,11.2,Inter/Media Advertising,Independent
241,CMD,"Portland, Ore.",26300000,11.4,CMD,Independent
242,T3,"Austin, Texas",26142000,26.8,T3,Independent
243,Allied Integrated Marketing,Boston,26000000,-8.5,Allied Integrated Marketing,Independent
244,The Search Agency*,"Santa Monica, Calif.",25908000,27.0,The Search Agency,Independent
245,Bader Rutter & Associates,"Brookfield, Wis.",25872000,15.0,Bader Rutter & Associates,Independent
246,M.J. Brunner,Pittsburgh,25637000,27.3,M.J. Brunner,Independent
247,Brodeur Partners*,Boston,25500000,6.5,Brodeur Partners,Independent
248,RTC Relationship Marketing* [WPP (Y&R {Wunderman})],Washington,25441000,3.0,RTC Relationship Marketing ,WPP
249,Davis Elen Advertising,Los Angeles,25361000,19.9,Davis Elen Advertising,Independent
250,Isobar* [Aegis Group],London,25000000,,Isobar ,Aegis Group
251,Marina Maher Communications,New York,25000000,,Marina Maher Communications,Independent
252,Alcone Marketing Group* [Omnicom],"Irvine, Calif.",24380000,6.0,Alcone Marketing Group ,Omnicom
253,DKC,New York,24260000,10.0,DKC,Independent
254,Space150,Minneapolis,24230000,72.1,Space150,Independent
255,Mercury Media,"Santa Monica, Calif.",24152000,-17.0,Mercury Media,Independent
256,Creative Alliance,"Louisville, Ky.",24144000,6.3,Creative Alliance,Independent
257,Lopez Negrete Communications,Houston,24090000,-4.0,Lopez Negrete Communications,Independent
258,Droga5*,New York,24000000,41.2,Droga5,Independent
259,Mother New York [Mother Holdings],New York,24000000,50.0,Mother New York ,Mother Holdings
260,Resolution Media* [Omnicom (OMG)],Chicago,24000000,,Resolution Media ,Omnicom
261,CCG Marketing Solutions,"West Caldwell, N.J.",23905000,3.0,CCG Marketing Solutions,Independent
262,TM Advertising* [Interpublic (McCann)],Dallas,23800000,-30.0,TM Advertising ,Interpublic
263,MMG Worldwide,"Kansas City, Mo.",23600000,1.8,MMG Worldwide,Independent
264,Agency Rx* [Omnicom (CDM Group)],New York,23500000,0.0,Agency Rx ,Omnicom
265,Element 79* [Omnicom],Chicago,23460000,-3.5,Element 79 ,Omnicom
266,BKV,"Overland Park, Kan.",23347000,3.2,BKV,Independent
267,Unit 7* [Omnicom],New York,23100000,5.0,Unit 7 ,Omnicom
268,Pop,Seattle,23024000,27.9,Pop,Independent
269,Dailey* [Interpublic (DraftFCB)],"West Hollywood, Calif.",23000000,0.0,Dailey ,Interpublic
270,Wirestone,"Sacramento, Calif.",23000000,-6.1,Wirestone,Independent
271,Sigma Group,"Oradell, N.J.",22898000,29.0,Sigma Group,Independent
272,WongDoody,Seattle,22500000,-5.1,WongDoody,Independent
273,Schwartz Communications,"Waltham, Mass.",22372000,-3.1,Schwartz Communications,Independent
274,Burrell Communications Group* [Publicis],Chicago,22200000,1.4,Burrell Communications Group ,Publicis
275,Just Marketing International*,"Zionsville, Ind.",22088000,,Just Marketing International,Independent
276,72andSunny Partners* [MDC Partners],Los Angeles,22065000,202.0,72andSunny Partners ,MDC Partners
277,Enlighten,"Ann Arbor, Mich.",22000000,15.8,Enlighten,Independent
278,Sterling-Rice Group,"Boulder, Colo.",21939000,31.7,Sterling-Rice Group,Independent
279,Eleven,San Francisco,21781000,26.4,Eleven,Independent
280,Media Contacts* [Havas (Havas Media)],Boston,21700000,31.5,Media Contacts ,Havas
281,Vidal Partnership*,New York,21600000,-38.3,Vidal Partnership,Independent
282,Agency 212,New York,21500000,0.0,Agency 212,Independent
283,Blue State Digital* [WPP (WPP Digital)],New York,21450000,67.6,Blue State Digital ,WPP
284,Osborn & Barr,St. Louis,21429000,20.8,Osborn & Barr,Independent
285,GA Communication Group,Chicago,21200000,11.6,GA Communication Group,Independent
286,UniWorld Group* [WPP],"Brooklyn, N.Y.",21175000,-2.0,UniWorld Group ,WPP
287,LatinWorks* [Omnicom],"Austin, Texas",21170000,7.4,LatinWorks ,Omnicom
288,FKM,Houston,21167000,-8.3,FKM,Independent
289,HL Group Partners* [MDC Partners],New York,21000000,47.9,HL Group Partners ,MDC Partners
290,Upshot [Emak Worldwide],Chicago,20642000,18.2,Upshot ,Emak Worldwide
291,Fahlgren,"Columbus, Ohio",20167000,-13.9,Fahlgren,Independent
292,DeVries Public Relations* [Interpublic],New York,20125000,2.0,DeVries Public Relations ,Interpublic
293,Mr. Youth,New York,20000000,17.6,Mr. Youth,Independent
294,Razorfish Health* [Publicis (Razorfish)],Philadelphia,20000000,5.3,Razorfish Health ,Publicis
295,Avrett Free Ginsberg* [Interpublic (McCann)],New York,19950000,5.0,Avrett Free Ginsberg ,Interpublic
296,David & Goliath*,"El Segundo, Calif.",19890000,2.0,David & Goliath,Independent
297,Intermark Group,"Birmingham, Ala.",19800000,16.1,Intermark Group,Independent
298,Source Marketing* [MDC Partners],"Norwalk, Conn.",19800000,37.8,Source Marketing ,MDC Partners
299,Conill* [Publicis (Saatchi)],Miami,19710000,9.5,Conill ,Publicis
300,Fitzgerald & Co.* [Interpublic (McCann)],Atlanta,19651000,9.2,Fitzgerald & Co. ,Interpublic
301,Laughlin/Constable,Milwaukee,19500000,0.5,Laughlin/Constable,Independent
302,Regan Communications [Regan Communications Group],Boston,19462000,-2.0,Regan Communications ,Regan Communications Group
303,JWT Action* [WPP (JWT)],"Akron, Ohio",19402000,9.6,JWT Action ,WPP
304,Taylor Global,New York,19300000,1.0,Taylor Global,Independent
305,Kern Organization* [Omnicom (DDB {Rapp})],"Woodland Hills, Calif.",19229000,7.4,Kern Organization ,Omnicom
