,AGENCY-COMPANY,HEADQUARTERS,2013-REVENUE,% CHG,AGENCY-NAME,AGENCY-OWNER
82,"Goodby, Silverstein & Partners* [Omnicom ]",San Francisco,12062900,-29.0,"Goodby, Silverstein & Partners* ",Omnicom 
83,UM* [Interpublic],New York,12036400,2.5,UM* ,Interpublic
84,Martin Agency* [Interpublic],"Richmond, Va.",11985000,-15.0,Martin Agency* ,Interpublic
85,Proximity* [Omnicom ],New York,11402900,2.5,Proximity* ,Omnicom 
86,Gyro*,New York,11000000,4.8,Gyro*,Independent
87,Marketing Arm* [Omnicom ],Dallas,10995400,3.0,Marketing Arm* ,Omnicom 
88,McCann Health* [Interpublic],New York,10800000,8.0,McCann Health* ,Interpublic
89,CDM New York* [Omnicom ],New York,10800000,8.0,CDM New York* ,Omnicom 
90,GolinHarris* [Interpublic],Chicago,10784300,6.5,GolinHarris* ,Interpublic
91,Octagon* [Interpublic],"Norwalk, Conn.",10754100,10.5,Octagon* ,Interpublic
92,Goodness Mfg./Trailer Park,Los Angeles,10500000,6.6,Goodness Mfg./Trailer Park,Independent
93,Initiative* [Interpublic],New York,10391900,10.0,Initiative* ,Interpublic
94,KBS+* [MDC Partners],New York,10351900,13.0,KBS+* ,MDC Partners
95,Possible* [WPP],Seattle,10350000,15.0,Possible* ,WPP
96,TracyLocke* [Omnicom ],Dallas,10332600,1.3,TracyLocke* ,Omnicom 
97,Arnold Worldwide* [Havas],Boston,10200000,-9.0,Arnold Worldwide* ,Havas
98,RPA,"Santa Monica, Calif.",10100000,-20.5,RPA,Independent
99,MRY* [Publicis ],New York,10100000,7.4,MRY* ,Publicis 
100,Digitas Health* [Publicis ],Philadelphia,10000000,,Digitas Health* ,Publicis 
101,Sudler & Hennessey* [WPP],New York,9927400,6.7,Sudler & Hennessey* ,WPP
102,Waggener Edstrom Communications,"Bellevue, Wash.",9827000,-3.0,Waggener Edstrom Communications,Independent
103,OMG Entertainment & Sports* [Omnicom ],New York,9376500,11.5,OMG Entertainment & Sports* ,Omnicom 
104,Havas Media Group* [Havas],"Puteaux, France/New York",9360000,9.5,Havas Media Group* ,Havas
105,Olson,Minneapolis,9354500,5.4,Olson,Independent
106,Ansira,St. Louis,9343400,4.8,Ansira,Independent
107,McMurry/TMG,New York,9300000,1.8,McMurry/TMG,Independent
108,GHG* [WPP],New York,9160200,12.8,GHG* ,WPP
109,Doner* [MDC Partners],"Southfield, Mich.",9120600,1.3,Doner* ,MDC Partners
110,Momentum Worldwide* [Interpublic],New York,9100000,-3.0,Momentum Worldwide* ,Interpublic
111,Critical Mass* [Omnicom ],Chicago,9100000,-2.2,Critical Mass* ,Omnicom 
112,PHD* [Omnicom ],London/New York,8898500,5.0,PHD* ,Omnicom 
113,Isobar* [Dentsu],London/Chicago,8856100,-5.2,Isobar* ,Dentsu
114,TMP Worldwide Advertising & Communications [TMP Worldwide],New York,8729200,3.4,TMP Worldwide Advertising & Communications ,TMP Worldwide
115,Derse*,Milwaukee,8689100,11.5,Derse*,Independent
116,72andSunny* [MDC Partners],"Playa Vista, Calif.",8661700,72.0,72andSunny* ,MDC Partners
117,MSL Group* [Publicis ],Paris,8576300,5.2,MSL Group* ,Publicis 
118,Targetbase* [Omnicom ],"Irving, Texas",8350300,1.3,Targetbase* ,Omnicom 
119,Annalect* [Omnicom ],New York,8200000,30.0,Annalect* ,Omnicom 
120,Landor Associates* [WPP],San Francisco,8100000,0.0,Landor Associates* ,WPP
121,Klick Health [Klick Inc.],Toronto,8073200,29.3,Klick Health ,Klick Inc.
122,Porter Novelli* [Omnicom ],New York,8035700,-8.5,Porter Novelli* ,Omnicom 
123,Brierley & Partners* [WPP],"Plano, Texas",7866200,12.4,Brierley & Partners* ,WPP
124,GSD&M* [Omnicom ],"Austin, Texas",7800000,16.4,GSD&M* ,Omnicom 
125,Maxus* [WPP],New York,7733600,22.1,Maxus* ,WPP
126,Apco Worldwide,Washington,7661500,1.8,Apco Worldwide,Independent
127,Cohn & Wolfe* [WPP],New York,7600000,0.0,Cohn & Wolfe* ,WPP
128,Blast Radius* [WPP],"Vancouver, B.C.",7500000,0.0,Blast Radius* ,WPP
129,VSA Partners,Chicago,7400000,56.8,VSA Partners,Independent
130,SourceLink,"Itasca, Ill.",7310000,-2.7,SourceLink,Independent
131,Global Experience Specialists* [Viad Corp.],Las Vegas,7310000,-9.8,Global Experience Specialists* ,Viad Corp.
132,MWW,New York,7213900,,MWW,Independent
133,22squared,Atlanta,7002500,5.1,22squared,Independent
134,W2O Group,San Francisco,6968000,24.2,W2O Group,Independent
135,AbelsonTaylor,Chicago,6917400,-7.0,AbelsonTaylor,Independent
136,Team One* [Publicis ],Los Angeles,6810000,9.0,Team One* ,Publicis 
137,Intouch Solutions,"Overland Park, Kan.",6775200,32.4,Intouch Solutions,Independent
138,Periscope,Minneapolis,6648500,14.9,Periscope,Independent
139,HelloWorld,"Pleasant Ridge, Mich.",6530000,0.2,HelloWorld,Independent
140,Brunswick Group*,London,6520000,15.0,Brunswick Group*,Independent
141,Team Enterprises* [MDC Partners],"Fort Lauderdale, Fla.",6500000,2.2,Team Enterprises* ,MDC Partners
142,Group360 Worldwide*,St. Louis,6500000,,Group360 Worldwide*,Independent
143,CAHG* [Omnicom ],Chicago,6426000,2.0,CAHG* ,Omnicom 
144,FTI Consulting (Strategic Communications),New York,6390000,5.3,FTI Consulting (Strategic Communications),Independent
145,Huntsworth Health* [Huntsworth],"Yardley, Pa.",6337500,6.0,Huntsworth Health* ,Huntsworth
146,Merkley & Partners* [Omnicom ],New York,6300000,7.1,Merkley & Partners* ,Omnicom 
147,Javelin Marketing Group* [Omnicom ],New York,6250000,20.2,Javelin Marketing Group* ,Omnicom 
148,VivaKi* [Publicis ],Chicago,6240600,17.7,VivaKi* ,Publicis 
149,Harrison & Star* [Omnicom ],New York,6211200,-1.2,Harrison & Star* ,Omnicom 
150,Glover Park Group* [WPP],Washington,6193400,0.0,Glover Park Group* ,WPP
151,OMG Outdoor Media Group* [Omnicom ],New York,6148900,22.0,OMG Outdoor Media Group* ,Omnicom 
152,Optimedia International U.S.* [Publicis ],New York,6120000,0.0,Optimedia International U.S.* ,Publicis 
153,DDB Health/DDB Remedy* [Omnicom ],New York,6120000,2.0,DDB Health/DDB Remedy* ,Omnicom 
154,iProspect* [Dentsu],Boston,6078500,-2.6,iProspect* ,Dentsu
155,Moroch Partners,Dallas,6026200,13.9,Moroch Partners,Independent
156,PureRed,"Stone Mountain, Ga.",5842700,-0.4,PureRed,Independent
157,Tribal Worldwide* [Omnicom ],New York,5814900,1.0,Tribal Worldwide* ,Omnicom 
158,Resource,"Columbus, Ohio",5701000,-8.0,Resource,Independent
159,BFG Communications,"Bluffton, S.C.",5649700,37.7,BFG Communications,Independent
160,ICC Lowe* [Interpublic],"Parsippany, N.J.",5600000,0.0,ICC Lowe* ,Interpublic
161,Pacific Communications,"Costa Mesa, Calif.",5591700,4.5,Pacific Communications,Independent
162,Ivie & Associates,"Flower Mound, Texas",5516400,10.6,Ivie & Associates,Independent
163,GlobalHue*,"Southfield, Mich.",5481600,-14.2,GlobalHue*,Independent
164,Allen & Gerritsen,Boston,5470000,,Allen & Gerritsen,Independent
165,Rauxa,"Costa Mesa, Calif.",5445000,14.5,Rauxa,Independent
166,Droga5*,New York,5400000,36.7,Droga5*,Independent
167,Parago,"Lewisville, Texas",5389000,23.7,Parago,Independent
168,PlattForm Advertising,"Lenexa, Kan.",5379800,30.2,PlattForm Advertising,Independent
169,SMG Performance Marketing* [Publicis ],New York,5353800,14.9,SMG Performance Marketing* ,Publicis 
170,Wasserman Media Group*,Los Angeles,5346000,,Wasserman Media Group*,Independent
171,Resolution Media* [Omnicom ],Chicago,5249900,38.0,Resolution Media* ,Omnicom 
172,Spark* [Publicis ],Chicago,5214000,45.0,Spark* ,Publicis 
173,AgencyRx* [Omnicom ],New York,5121400,24.9,AgencyRx* ,Omnicom 
174,Saatchi & Saatchi Wellness* [Publicis ],New York,5000000,-13.8,Saatchi & Saatchi Wellness* ,Publicis 
175,TPN* [Omnicom ],Dallas,5000000,8.3,TPN* ,Omnicom 
176,PMK-BNC* [Interpublic],"West Hollywood, Calif.",5000000,18.0,PMK-BNC* ,Interpublic
177,Publicis Life Brands Medicus* [Publicis ],New York,5000000,11.1,Publicis Life Brands Medicus* ,Publicis 
178,Mars Advertising,"Southfield, Mich.",4958300,28.2,Mars Advertising,Independent
179,Marketing Store,Chicago,4892800,9.2,Marketing Store,Independent
180,R&R Partners,Las Vegas,4833700,4.0,R&R Partners,Independent
181,Healthcare Consultancy Group* [Omnicom ],New York,4750000,0.0,Healthcare Consultancy Group* ,Omnicom 
182,CementBloc,New York,4702500,13.0,CementBloc,Independent
183,Havas PR* [Havas],New York,4670000,1.5,Havas PR* ,Havas
184,Performics* [Publicis ],Chicago,4652900,15.0,Performics* ,Publicis 
185,Russ Reid Co.* [Omnicom ],"Pasadena, Calif.",4553200,7.6,Russ Reid Co.* ,Omnicom 
186,Siegel & Gale* [Omnicom ],New York,4549000,-21.2,Siegel & Gale* ,Omnicom 
187,Neo@Ogilvy* [WPP],New York,4470000,2.3,Neo@Ogilvy* ,WPP
188,Sard Verbinnen & Co.*,New York,4440000,9.9,Sard Verbinnen & Co.*,Independent
189,Barkley,"Kansas City, Mo.",4417400,11.8,Barkley,Independent
190,U.S. International Media*,Los Angeles,4338300,5.4,U.S. International Media*,Independent
191,Anomaly* [MDC Partners],New York,4313600,28.6,Anomaly* ,MDC Partners
192,Finn Partners [Ruder Finn Group],New York,4311900,2.3,Finn Partners ,Ruder Finn Group
193,Bernstein-Rein Advertising,"Kansas City, Mo.",4277800,-0.6,Bernstein-Rein Advertising,Independent
194,R2C Group,"Portland, Ore.",4275000,-8.2,R2C Group,Independent
195,ICR,"Norwalk, Conn.",4244500,16.1,ICR,Independent
196,Switch*,St. Louis,4221700,6.1,Switch*,Independent
197,Paradysz,New York,4220400,2.8,Paradysz,Independent
198,MKTG,New York,4201200,1.0,MKTG,Independent
199,Magna Global* [Interpublic],New York,4190000,10.0,Magna Global* ,Interpublic
200,Carmichael Lynch* [Interpublic],Minneapolis,4179000,5.0,Carmichael Lynch* ,Interpublic
201,Kekst & Co.* [Publicis ],New York,4166000,3.3,Kekst & Co.* ,Publicis 
202,Water Cooler Group*,"Norwalk, Conn.",4142900,3.6,Water Cooler Group*,Independent
203,"Venables, Bell & Partners",San Francisco,4100000,5.5,"Venables, Bell & Partners",Independent
204,CDMiConnect* [Omnicom ],New York,4096800,5.0,CDMiConnect* ,Omnicom 
205,Hacker Group* [Interpublic],Seattle,4090400,2.4,Hacker Group* ,Interpublic
206,Ackerman McQueen,Oklahoma City,4064100,8.1,Ackerman McQueen,Independent
207,Assembly* [MDC Partners],New York,4026000,20.0,Assembly* ,MDC Partners
208,Campbell Mithun* [Interpublic],Minneapolis,3978000,-10.0,Campbell Mithun* ,Interpublic
209,Tukaiz*,"Franklin Park, Ill.",3977500,7.5,Tukaiz*,Independent
210,JWT Inside* [WPP],New York,3970000,0.0,JWT Inside* ,WPP
211,RLM Finsbury* [WPP],New York/London,3969300,1.0,RLM Finsbury* ,WPP
212,EG+ Worldwide* [Omnicom ],"Long Beach, Calif.",3962700,5.0,EG+ Worldwide* ,Omnicom 
213,Grayling* [Huntsworth],London,3956800,-6.5,Grayling* ,Huntsworth
214,Marc USA,Pittsburgh,3906000,5.0,Marc USA,Independent
215,Fallon* [Publicis ],Minneapolis,3863000,-4.6,Fallon* ,Publicis 
216,David & Goliath*,"El Segundo, Calif.",3859100,15.0,David & Goliath*,Independent
217,Anderson Direct & Digital,"Poway, Calif.",3815800,4.9,Anderson Direct & Digital,Independent
218,Bader Rutter & Associates,"Brookfield, Wis.",3815300,3.0,Bader Rutter & Associates,Independent
219,Fusion Marketing,St. Louis,3800000,31.0,Fusion Marketing,Independent
220,Discovery USA* [Publicis ],Chicago,3800000,0.0,Discovery USA* ,Publicis 
221,Ruder Finn [Ruder Finn Group],New York,3744400,11.1,Ruder Finn ,Ruder Finn Group
222,Colle & McVoy* [MDC Partners],Minneapolis,3700000,12.5,Colle & McVoy* ,MDC Partners
223,Covario,San Diego,3697400,21.4,Covario,Independent
224,Marketing Werks,Chicago,3666000,2.1,Marketing Werks,Independent
225,DKC,New York,3650000,11.0,DKC,Independent
226,Grizzard Communications Group* [Omnicom ],Atlanta,3643500,0.0,Grizzard Communications Group* ,Omnicom 
227,LatinWorks* [Omnicom ],"Austin, Texas",3633200,22.5,LatinWorks* ,Omnicom 
228,Allied Integrated Marketing,"Cambridge, Mass.",3631600,4.6,Allied Integrated Marketing,Independent
229,Rockfish* [WPP],"Rogers, Ark.",3630900,23.6,Rockfish* ,WPP
230,RTC* [WPP],Washington,3625000,25.0,RTC* ,WPP
231,Star Group*,"Voorhees, N.J.",3605100,20.2,Star Group*,Independent
232,Acronym,New York,3600000,10.8,Acronym,Independent
233,Eric Mower & Associates,"Syracuse, N.Y.",3547700,0.2,Eric Mower & Associates,Independent
234,Giant Creative/Strategy,San Francisco,3500000,35.1,Giant Creative/Strategy,Independent
235,Richard Attias & Associates* [WPP],New York,3500000,,Richard Attias & Associates* ,WPP
236,Team Epic* [Dentsu],"Norwalk, Conn.",3480000,0.0,Team Epic* ,Dentsu
237,Mercury Media*,"Santa Monica, Calif.",3464200,9.8,Mercury Media*,Independent
238,Translation,New York,3450000,15.0,Translation,Independent
239,Pop* [Advance Publications],Seattle,3440800,0.0,Pop* ,Advance Publications
240,Digitaria* [WPP],San Diego,3432000,4.0,Digitaria* ,WPP
241,Saatchi & Saatchi X* [Publicis ],"Springdale, Ark.",3420100,0.0,Saatchi & Saatchi X* ,Publicis 
242,Inter/Media Advertising*,"Woodland Hills, Calif.",3406400,16.7,Inter/Media Advertising*,Independent
243,BVK,Milwaukee,3380000,8.0,BVK,Independent
244,Doremus* [Omnicom ],New York,3364100,12.2,Doremus* ,Omnicom 
245,Lopez Negrete Communications,Houston,3350000,15.4,Lopez Negrete Communications,Independent
246,Laughlin Constable,Milwaukee,3275000,3.1,Laughlin Constable,Independent
247,A.B. Data,Milwaukee,3270000,-9.5,A.B. Data,Independent
248,Bartle Bogle Hegarty* [Publicis ],London,3269200,0.0,Bartle Bogle Hegarty* ,Publicis 
249,PadillaCRT,Minneapolis,3233300,8.2,PadillaCRT,Independent
250,Marina Maher Communications* [Omnicom ],New York,3226100,2.9,Marina Maher Communications* ,Omnicom 
251,Qorvis MSL Group* [Publicis ],Washington,3210300,8.8,Qorvis MSL Group* ,Publicis 
252,Bravo Group* [WPP],Miami,3200000,0.0,Bravo Group* ,WPP
253,TBA Global*,New York,3200000,,TBA Global*,Independent
254,Mother New York [Mother Holdings],New York,3200000,-5.9,Mother New York ,Mother Holdings
255,FutureBrand* [Interpublic],London,3198800,12.2,FutureBrand* ,Interpublic
256,McKinney [Cheil Worldwide],"Durham, N.C.",3179500,0.6,McKinney ,Cheil Worldwide
257,HL Group* [MDC Partners],New York,3136300,-16.6,HL Group* ,MDC Partners
258,T3,"Austin, Texas",3086000,15.5,T3,Independent
259,Kinetic* [WPP],London,3060300,1.0,Kinetic* ,WPP
260,Brodeur Partners*,Boston,3060000,0.0,Brodeur Partners*,Independent
261,Ayzenberg Group,"Pasadena, Calif.",3050000,5.9,Ayzenberg Group,Independent
262,Geary LSF Group,San Francisco,3045500,-19.6,Geary LSF Group,Independent
263,MMGY Global,"Kansas City, Mo.",3026000,15.6,MMGY Global,Independent
264,Code & Theory,New York,3000000,53.8,Code & Theory,Independent
265,Cramer,"Norwood, Mass.",3000000,0.0,Cramer,Independent
266,Conill* [Publicis ],"El Segundo, Calif.",2999600,12.5,Conill* ,Publicis 
267,CMD,"Portland, Ore.",2996200,10.1,CMD,Independent
268,Dieste* [Omnicom ],Dallas,2970000,26.4,Dieste* ,Omnicom 
269,CCG Marketing Solutions*,"West Caldwell, N.J.",2960000,14.9,CCG Marketing Solutions*,Independent
270,Orion Holdings* [Interpublic],New York,2940000,12.0,Orion Holdings* ,Interpublic
271,"Butler, Shine, Stern & Partners","Sausalito, Calif.",2934700,-26.2,"Butler, Shine, Stern & Partners",Independent
272,Adcom Group,Cleveland,2911400,12.2,Adcom Group,Independent
273,Brunner,Pittsburgh,2900000,-9.4,Brunner,Independent
274,WongDoody,Seattle,2900000,7.4,WongDoody,Independent
275,Magnani Caruso Dutton,New York,2875000,17.3,Magnani Caruso Dutton,Independent
276,SK&G*,Las Vegas,2867300,2.0,SK&G*,Independent
277,EPAM Empathy Lab,"Newtown, Pa.",2860000,68.2,EPAM Empathy Lab,Independent
278,Martin Williams* [Omnicom ],Minneapolis,2815300,-2.5,Martin Williams* ,Omnicom 
279,Zeno Group [DJE Holdings],New York,2813500,35.3,Zeno Group ,DJE Holdings
280,Allison & Partners* [MDC Partners],San Francisco,2809300,21.8,Allison & Partners* ,MDC Partners
281,Lunchbox* [WPP],Los Angeles,2808000,4.0,Lunchbox* ,WPP
282,Source Marketing* [MDC Partners],"Norwalk, Conn.",2800000,,Source Marketing* ,MDC Partners
283,Blue State Digital* [WPP],New York,2800000,19.1,Blue State Digital* ,WPP
284,Fahlgren Mortine,"Columbus, Ohio",2795500,8.8,Fahlgren Mortine,Independent
285,Fitch* [WPP],London,2775900,5.3,Fitch* ,WPP
286,Davis Elen Advertising,Los Angeles,2766200,-8.4,Davis Elen Advertising,Independent
287,Berry Network Digital Advertising,"Dayton, Ohio",2700000,14.9,Berry Network Digital Advertising,Independent
288,Firstborn* [Dentsu],New York,2700000,63.6,Firstborn* ,Dentsu
289,Dudnyk Exchange*,"Horsham, Pa.",2700000,10.2,Dudnyk Exchange*,Independent
290,CDM Princeton* [Omnicom ],"Princeton, N.J.",2640000,10.0,CDM Princeton* ,Omnicom 
291,CMI/Compas*,"King of Prussia, Pa.",2636800,1.4,CMI/Compas*,Independent
292,Wire Stone,San Francisco,2630000,4.4,Wire Stone,Independent
293,Dailey* [Interpublic],"West Hollywood, Calif.",2591300,2.4,Dailey* ,Interpublic
294,Eleven,San Francisco,2572600,12.1,Eleven,Independent
295,Peter A. Mayer Advertising,New Orleans,2543100,6.3,Peter A. Mayer Advertising,Independent
296,Alcone Marketing* [Omnicom ],"Irvine, Calif.",2530300,-2.2,Alcone Marketing* ,Omnicom 
297,Matomy* [Matomy Media Group] 1,New York,2530300,,Matomy* ,Matomy Media Group
298,Big Fuel* [Publicis ],New York,2529200,6.0,Big Fuel* ,Publicis 
299,Omelet,"Culver City, Calif.",2510000,66.2,Omelet,Independent
300,Jackson Marketing Group,"Greenville, S.C.",2500000,4.2,Jackson Marketing Group,Independent
301,Alma* [Omnicom ],Miami,2500000,25.4,Alma* ,Omnicom 
302,Publicis Health Media* [Publicis ],Philadelphia,2500000,,Publicis Health Media* ,Publicis 
303,Integrated Media Solutions* [MDC Partners],New York,2475000,0.0,Integrated Media Solutions* ,MDC Partners
304,Adelphi Group* [Omnicom ],"New York/ Bollington, Cheshire, U.K.",2464300,2.0,Adelphi Group* ,Omnicom 
305,Tapestry* [Publicis ],Chicago,2419000,18.0,Tapestry* ,Publicis 
306,Empower MediaMarketing*,Cincinnati,2411500,0.0,Empower MediaMarketing*,Independent
307,French/West/Vaughan,"Raleigh, N.C.",2400000,,French/West/Vaughan,Independent
308,Greater Than One,New York,2394000,33.7,Greater Than One,Independent
309,BKV,"Overland Park, Kan.",2370000,-12.9,BKV,Independent
310,Gotham* [Interpublic],New York,2368800,-6.0,Gotham* ,Interpublic
311,Gage,Minneapolis,2360000,15.7,Gage,Independent
312,180 Amsterdam/180LA* [Omnicom ],"Amsterdam/Santa Monica, Calif.",2339700,8.8,180 Amsterdam/180LA* ,Omnicom 
313,Regan Communications Group*,Boston,2336500,2.0,Regan Communications Group*,Independent
314,TM Advertising* [Interpublic],Dallas,2319200,1.0,TM Advertising* ,Interpublic
315,Didit,"Mineola, N.Y.",2306200,9.3,Didit,Independent
316,Biolumina* [Omnicom ],New York,2295000,2.0,Biolumina* ,Omnicom 
317,Swirl,San Francisco,2257900,40.5,Swirl,Independent
