AGENCY-COMPANY,HEADQUARTERS,2014-REVENUE,% CHG
PBJS* [Publicis],Seattle,9252,-10
Northlich*,Cincinnati,9195,-11.2
Mythic,"Charlotte, N.C.",9167,26.1
PulseCX,"Montgomeryville, Pa.",9000,12.5
Piston,San Diego,9000,12.5
PM3,Atlanta,9000,5.9
Marriner Marketing Communications*,"Columbia, Md.",8995,-5.6
Planit,Baltimore,8939,29.3
Pollinate,"Portland, Ore.",8900,11.3
GreenRubino*,Seattle,8900,11.3
Sensis,Los Angeles,8839,37.7
Next Marketing,"Norcross, Ga.",8820,-7.8
SMZ,"Troy, Mich.",8800,1.1
Vladimir Jones,"Colorado Springs, Colo.",8786,-1.7
Acento Advertising,"Santa Monica, Calif.",8651,7.2
Beyond Marketing Group,"Irvine, Calif.",8613,-29.1
Charleston/Orwig,"Hartland, Wis.",8603,-9.7
Knock*,Minneapolis,8603,6.7
TaCito Direct,Dallas,8588,-3.1
Industrium,"Portland, Maine",8500,6.3
Muse,"Culver City, Calif.",8500,19.7
Catalyst,"Rochester, N.Y.",8500,4.9
Kovel/Fuller*,"Culver City, Calif.",8500,0
Camp & King,San Francisco,8500,0
Bayshore Solutions,"Tampa, Fla.",8480,-13.7
Sigma Marketing Insights,"Rochester, N.Y.",8476,-16.4
Hello Design* [MDC Partners],"Culver City, Calif.",8456,0
Corinthian Media*,New York,8446,0
Hawthorne Direct,Los Angeles,8441,-9.4
Wing* [WPP],New York,8371,-42.9
Downtown Partners* [Omnicom],Chicago,8333,19
Martino Flynn,"Pittsford, N.Y.",8301,24.3
Digital Pulp,New York,8300,10.7
Strikeforce Communications,New York,8300,3.8
Source Communications,"Hackensack, N.J.",8262,4.9
Marden-Kane Digital Promotions,"Woodbury, N.Y.",8222,1.2
CDM Los Angeles* [Omnicom],Los Angeles,8213,NA
Moveo,Chicago,8143,36.1
LRXD,Denver,8142,62.1
Hart,"Maumee, Ohio",8105,11.4
Arke Systems,Atlanta,8088,17.4
Yamamoto* [MDC Partners],Minneapolis,8000,18.5
Brooklyn Brothers,New York,8000,42.9
Borshoff,Indianapolis,7958,5.2
Ymarketing,"Newport Beach, Calif.",7929,11.4
DeSantis Breindel*,New York,7845,3.2
Taxi* [WPP],Toronto,7700,26.2
Karsh Hagan,Denver,7654,16.9
Slack & Co.,Chicago,7653,-4.6
T.D. Wang Advertising Group,Seattle,7600,192.3
Bozell*,"Omaha, Neb.",7500,0
EGC Group,"Melville, N.Y.",7500,0
Jeely & Bleiler*,Atlanta,7500,0
Preston Kelly,Minneapolis,7500,13.7
O'Leary & Partners,"Newport Beach, Calif.",7500,2.7
Media Horizons,"Norwalk, Conn.",7450,-5.6
Gragg Advertising*,"Kansas City, Mo.",7400,0.5
Struck,Salt Lake City,7390,13.3
Threespot,Washington,7321,-30.7
Unleaded Communications*,Houston,7300,0
Rx Mosaic Health* [Omnicom],New York,7300,1.4
BusinessOnline,San Diego,7292,-8.6
NFusion,"Austin, Texas",7282,-10.9
Milici Valenti Ng Pack,Honolulu,7279,-3.9
Roberts Communications,"Rochester, N.Y.",7188,-6.9
Airfoil Group,"Southfield, Mich.",7170,-2.9
Baker Street Advertising*,San Francisco,7128,8
Stone Ward,"Little Rock, Ark.",7120,11.5
Dodge Communications,"Alpharetta, Ga.",7115,-3.4
Stein IAS,New York,7100,22.4
MBLM Advertising,New York,7100,-13.4
Underscore Marketing,New York,7005,62.7
Retail First,"Schaumburg, Ill.",7000,16.7
Cardenas Marketing Network*,Chicago,6993,19.9
DNA Seattle,Seattle,6962,21.2
Pavone Marketing Group,"Harrisburg, Pa.",6899,21
ES Advertising,Los Angeles,6899,30
Amazon Advertising* [Publicis],San Francisco,6857,-14.3
LevLane*,Philadelphia,6820,4.8
Allscope Direct*,New York,6815,-4.3
Apollo Interactive,"El Segundo, Calif.",6750,12.5
One North Interactive,Chicago,6714,4.9
DBA Worldwide,"Rochester, Mich.",6704,33.3
Mortar,San Francisco,6686,3.9
MediaMorphosis,"Long Island City, N.Y.",6660,-26
TBWA/WorldHealth* [Omnicom],New York,6630,0
iStrategyLabs,Washington,6628,28.1
Cactus,Denver,6626,20.1
Aaaza,Los Angeles,6600,20
Footsteps* [Omnicom],New York,6514,0
Bandy Carroll Hellige,"Louisville, Ky.",6503,22.2
Lopito Ileana & Howie,"Guaynabo, Puerto Rico",6438,-2.6
Mirrorball,New York,6400,5.8
KraftWorks NYC,New York,6400,1.2
Leap*,"Louisville, Ky.",6315,2.5
Chemistry Communications,Pittsburgh,6273,-0.6
BoomBox*,New York,6255,-26.4
Media Logic,"Albany, N.Y.",6240,-1.1
Red Square Agency,"Mobile, Ala.",6238,-7.7
White,"Herndon, Va.",6200,0.8
Nemo Design*,"Portland, Ore.",6200,3.3
Nail Communications,"Providence, R.I.",6200,24
Ames Scullin O'Haire*,Atlanta,6137,-15.4
Mintz & Hoke,"Avon, Conn.",6130,9.6
M/C/C,Dallas,6097,-5
Barker/DZP,New York,6027,-4.1
Public Communications,Chicago,6026,0.4
Orci,"Santa Monica, Calif.",6000,-9.2
Economic VUE* [Omnicom],New York,6000,0
Alinean*,"Winter Park, Fla.",6000,0
Mile 9 Agency*,"Calabasas, Calif.",6000,0
Triptent,New York,6000,20
Gertrude*,Chicago,6000,23.7
Curiosity,Cincinnati,5960,10.1
Kelliher Samets Volk,"Burlington, Vt.",5950,12.3
Fixation Marketing*,"Bethesda, Md.",5939,8.8
Ansible* [Interpublic],New York,5918,7
PriceWeber Marketing Communications*,"Louisville, Ky.",5900,0
Rabinovici & Associates,"North Miami Beach, Fla.",5900,19.3
Cashman & Katz Integrated Communications,"Glastonbury, Conn.",5865,3
Brandkarma*,"Laguna Beach, Calif.",5859,-7
Renavatio Healthcare Communications,"Newtown, Pa.",5850,1.7
Spawn Ideas,"Anchorage, Alaska",5849,13.4
Chernoff Newman,"Columbia, S.C.",5824,13.8
Dynamit,"Columbus, Ohio",5800,16
Cheil Worldwide,New York,5770,-10
Springbox,"Austin, Texas",5761,21.8
Chempetitive Group,Chicago,5750,15
Shine United,"Madison, Wis.",5700,1.8
Portent,Seattle,5700,3.6
Brokaw,Cleveland,5694,10.5
San Jose Group,Chicago,5691,0.1
Copacino & Fujikado,Seattle,5675,1.1
Larry John Wright,"Mesa, Ariz.",5600,33.3
Safari Sundays,New York,5548,9.5
Gold N Fish Marketing Group,"Armonk, N.Y.",5524,-7.9
StudioNorth,"North Chicago, Ill.",5500,10
Being* [Omnicom],New York,5464,2.3
Sockeye,"Portland, Ore.",5445,68
Bruce Clay,"Simi Valley, Calif.",5440,0.7
Advantage International* [Interpublic],"Norwalk, Conn.",5440,36
Della Femina Advertising*,New York,5400,-34.9
Solve,Minneapolis,5400,35
Keiler*,"Farmington, Conn.",5400,-10
RP3 Agency,"Bethesda, Md.",5400,-26
Thunder Tech,Cleveland,5365,65.1
BrandForce*,San Francisco,5351,0
Imaginuity Interactive,Dallas,5350,2.9
FVM*,"Plymouth Meeting, Pa.",5328,7.6
Stephan & Brady,"Madison, Wis.",5260,2.7
GRP Media,Chicago,5250,7.1
Castells & Asociados,Los Angeles,5201,-15
AY Digital,New York,5200,-7.1
Love Communications*,Salt Lake City,5189,1.1
DWA Media,San Francisco,5155,89.7
Somnio Solutions,"Austin, Texas",5144,16.3
Masterminds,Philadelphia,5143,-2.9
Dae Advertising,San Francisco,5122,-14.6
Two by Four,Chicago,5118,4.6
SMA NYC*,New York,5100,0
Maier Advertising,"Farmington, Conn.",5000,0
Latin3,"Hollywood, Fla.",5000,0
Pedone & Partners,New York,5000,NA
Quiet Light Communications,"Rockford, Ill.",5000,0
Catalyst Inc.,"Providence, R.I.",4965,6.4
Liquid Interactive,"Breinigsville, Pa.",4963,14.6
1stMovement*,"Pasadena, Calif.",4950,0
Wexley School for Girls,Seattle,4927,-5.6
TDA Boulder,"Boulder, Colo.",4880,27.1
Oden,"Memphis, Tenn.",4862,-0.7
Linhart Public Relations,Denver,4815,-12.2
CooperKatz & Co.,New York,4791,7.3
Martz Parsons*,"Scottsdale, Ariz.",4766,114.3
We Are Social [BlueFocus Communication Group],London,4760,58.9
L.C. Williams & Associates,Chicago,4715,1
Magnani Continuum Marketing,Chicago,4700,-6.6
Firehouse,Dallas,4690,16.8
Morsekode*,Minneapolis,4677,8.8
Magner Sanborn*,"Spokane, Wash.",4607,-16.7
Mediasmith,San Francisco,4601,11.7
Walker Sands Communications,Chicago,4551,19.4
Trigger,Los Angeles,4525,0.6
Baldwin&,"Raleigh, N.C.",4500,-7.2
Tocquigny,"Austin, Texas",4500,-10
SMM Advertising,"Smithtown, N.Y.",4493,-7.5
Schermer,Minneapolis,4480,7.4
Spear Marketing Group,"Walnut Creek, Calif.",4445,48.2
AgencyQ,Washington,4425,-41
Entree Health Princeton* [Omnicom],"Princeton, N.J.",4370,NA
Hirons & Co.,Indianapolis,4363,-12.3
CreativeOnDemand*,"Coconut Grove, Fla.",4353,1.9
HMH,"Portland, Ore.",4344,-22.8
Nomadic Agency,"Scottsdale, Ariz.",4300,4.9
Small Army,Boston,4300,4.9
Sandstorm Design*,Chicago,4250,41.7
Hanapin Marketing,"Bloomington, Ind.",4229,66.6
Garrand*,"Portland, Maine",4216,0
Richards/Carlberg,Houston,4210,29.5
AlPunto Advertising,"Tustin, Calif.",4200,0
CBD Marketing,Chicago,4200,-8.7
Koroberi,"Chapel Hill, N.C.",4200,5
Groove,"Mill Valley, Calif.",4200,75
O'Keefe Reinhard & Paul,Chicago,4200,110
90octane,Denver,4187,-0.3
Jacobs Agency*,Chicago,4143,3.6
BlackWing Creative,Seattle,4130,-5.2
Relevant24* [Publicis],Boston,4104,2.6
Extractable,San Francisco,4097,63.6
Fetch* [Dentsu],San Francisco,4095,97.4
VRTC,Houston,4077,17
Mint Advertising,"Clinton, N.J.",4059,29.5
Hoffman Agency,"San Jose, Calif.",4043,30.8
GodwinGroup,"Jackson, Miss.",4040,-5
"Tom, Dick & Harry Creative Co.",Chicago,4011,2.8
Ready Set Rocket,New York,4010,30.6
L3 Advertising,New York,4000,-20
GdB,Minneapolis,4000,0
Richter7*,Salt Lake City,4000,17.8
LLNS Consumer* [Omnicom],New York,4000,0
Mason*,"Bethany, Conn.",4000,18
Weintraub Advertising*,St. Louis,4000,0
Spike DDB* [Omnicom],"Brooklyn, N.Y.",4000,-2.4
Miller Brooks,"Zionsville, Ind.",3997,-2.2
Krause Advertising*,Dallas,3960,5.9
Garfield Group,"Newtown, Pa.",3950,3.9
Joule* [WPP],London,3922,11
Sudden Impact Marketing,"Westerville, Ohio",3921,-5
Escape Pod,Chicago,3900,2.6
BeCore,Los Angeles,3900,14.7
Littlefield,"Tulsa, Okla.",3884,-3.8
Innis Maggiore,"Canton, Ohio",3879,-2.9
Catalyst Marketing Co.,"Fresno, Calif.",3873,31.5
Capital Position,"Weehawken, N.J.",3841,407.9
Symmetri Marketing Group,Chicago,3815,12.2
BrandingBusiness,"Irvine, Calif.",3731,6.3
Decca Design,"San Jose, Calif.",3700,5.7
Fraser Communications*,Los Angeles,3700,-37.3
Civilian* [MDC Partners],Chicago,3676,12.9
R/P Marketing Public Relations,"Holland, Ohio",3608,-8.2
BarrettSF,San Francisco,3600,16.1
FRWD,Minneapolis,3500,16.7
JumboShrimp,San Francisco,3500,16.7
Elemento L2,Chicago,3500,218.2
Plan C Agency*,Los Angeles,3445,-1.6
Tiziani Whitmyre,"Sharon, Mass.",3425,-9.7
Crossbow Group,"Westport, Conn.",3425,5.4
ADK America [Asatsu-DK],New York,3409,-1.7
DDC Works*,"Conshohocken, Pa.",3404,6.4
Merge Design & Interactive,Chicago,3400,58.1
Moses,Phoenix,3400,21.4
Design Group*,"Little Rock, Ark.",3335,0
KZSW Advertising,"Setauket, N.Y.",3300,9.8
Hispanic Group,Miami,3286,-23.9
Walz Tetrick Advertising,"Mission, Kan.",3280,6.4
AdFarm,"Kansas City, Mo.",3253,-20.2
Pinta,"Miami Beach, Fla.",3250,NA
Grok,New York,3200,-17.9
Distillery Project,Chicago,3200,146.2
Red House,"Alpharetta, Ga.",3200,6.7
MDB Communications,Washington,3195,-8.1
Again Interactive,"Morristown, N.J.",3160,-8.3
Go Local Interactive,"Overland Park, Kan.",3157,44.1
M45 Marketing Services*,"Freeport, Ill.",3106,2.2
Goda Advertising,"Inverness, Ill.",3100,-3.1
TriComB2B,"Dayton, Ohio",3082,13.7
U.S. Media Consulting*,Miami,3080,12.8
LatinMedios.com,"Aventura, Fla.",3069,-7.6
Goldin Solutions*,New York,3000,20
Winsper,Boston,3000,0
Turkel Brands*,Miami,3000,0
Hydrogen Advertising,Seattle,2998,51
PanCom International*,Los Angeles,2991,0
Matlock Advertising & Public Relations,Atlanta,2967,-14.4
Meers Advertising,"Kansas City, Mo.",2945,-3.6
OneWorld Communications*,San Francisco,2940,25
Nemer Fieger*,Minneapolis,2934,0
ER Marketing,"Kansas City, Mo.",2916,41.3
Jones Advertising,Seattle,2900,3.6
Remerinc*,Seattle,2833,0
Davis Harrison Dion,Chicago,2818,-6.6
McKee Wallwork & Co.,"Albuquerque, N.M.",2802,10.1
Reality Rx Communication,"Somerset, N.J.",2800,16.7
Trumpet,New Orleans,2794,11.7
Manifold*,San Francisco,2750,13.6
Henson Consulting,Chicago,2739,2.3
White Rhino,"Burlington, Mass.",2655,-10.3
Mutt Industries,"Portland, Ore.",2650,-20.3
Coates Kokes,"Portland, Ore.",2614,23
Glass Agency,"Sacramento, Calif.",2600,-23.5
Renegade,New York,2600,30
Launch Agency,"Carrollton, Texas",2600,-7.6
Ventura Associates International,New York,2520,-3.7
Sullivan Perkins,Dallas,2500,8.7
Pepper Group,"Palatine, Ill.",2500,25
Princeton Partners,"Princeton, N.J.",2450,16.3
JMPR Public Relations,"Woodland Hills, Calif.",2362,10.7
Interlex Communications,San Antonio,2303,-8.1
Grenadier*,"Boulder, Colo.",2300,21.1
Bradshaw Advertising,"Portland, Ore.",2286,-2
Truth & Advertising,"Santa Ana, Calif.",2283,-4
Tag Strategies,Philadelphia,2246,5
Demi & Cooper Advertising,"Elgin, Ill.",2240,1.8
Morrow Media*,"Forest Hills, N.Y.",2220,0
Elevate Studios,Chicago,2200,42.9
David James Group,"Oakbrook Terrace, Ill.",2161,13.7
Foster Marketing,"Lafayette, La.",2144,11.9
Neighbor Agency,"Venice, Calif.",2128,-45
Borenstein Group,"Fairfax, Va.",2100,-8.7
Jess3,"Sterling, Va.",2100,-30
Object DC*,"Vienna, Va.",2099,50
Modern Marketing Partners,"Naperville, Ill.",2047,12.1
FitzMartin,"Birmingham, Ala.",2032,12.6
SMG (Shopper Marketing Group),"Porter Ranch, Calif.",2000,90.5
Reflex Group,New York,2000,42.9
Direct VUE* [Omnicom],New York,2000,33.3
Insight Media,Miami,2000,33.3
Ohlmann Group,"Dayton, Ohio",1951,42.1
FortyTwoEightyNine,"Rockford, Ill.",1900,-5
LaGrant Communications*,Los Angeles,1880,-14.6
Greatest Common Factory,"Austin, Texas",1825,-6
Pilgrim,Denver,1822,-32.7
Hudson Horizons Integrated Web Agency*,"Saddle Brook, N.J.",1821,0
Tipton & Maglione,"Great Neck, N.Y.",1807,-4.2
ENA Marketing Communications,"Shrewsbury, N.J.",1800,57.9
Glyphix*,"West Hills, Calif.",1714,0
Response Capture*,"Portland, Ore.",1628,40
Simon Group,"Sellersville, Pa.",1603,8.6
Young Co.,"Laguna Beach, Calif.",1582,-2.8
CTI Media*,Atlanta,1550,-33.3
LP&M Advertising,"Syracuse, N.Y.",1535,-9.3
TotalCom,"Tuscaloosa, Ala.",1526,-6
K. Fernandez & Associates,San Antonio,1519,-4.2
MLT Creative,"Clarkston, Ga.",1500,0
Holtzman Communications,New York,1500,NA
Vizion Interactive,"Irving, Texas",1438,-7.3
Villing & Co.,"South Bend, Ind.",1436,14.1
Heinzeroth Marketing Group,"Rockford, Ill.",1410,-24.7
Division of Labor,"Sausalito, Calif.",1388,38.3
Construction Marketing Advisors,"Naperville, Ill.",1374,9.2
Red7e,"Louisville, Ky.",1340,-32.7
Premier Sports Management*,"Overland Park, Kan.",1320,0
Freebairn & Co.,Atlanta,1300,-23.5
Boomm Marketing & Communications,"La Grange, Ill.",1300,17.1
Huntsinger & Jeffer,"Richmond, Va.",1276,-14.2
Beyond Total Branding,Miami,1260,-14.1
FPO Marketing*,San Antonio,1225,0
ScreenPlay InterActive*,"Clark, N.J.",1200,0
White Good,"Lancaster, Pa.",1101,-2.1
J-U Carter*,"San Clemente, Calif.",1100,0
Munn Rabot,New York,1095,15.8
Sonnhalter,Cleveland,1050,1.1
Fusion B2B,"Naperville, Ill.",1043,-14.2
Catalyst Marketing Communications,"Stamford, Conn.",1038,5.1
Sacunas,"Harrisburg, Pa.",1000,66.7
BSY Associates,"Holmdel, N.J.",1000,0
Nye & Associates,"Wichita, Kan.",982,-27
Roth Partners,"Mamaroneck, N.Y.",951,-71.1
Mandala,"Bend, Ore.",950,-7.7
Media Pros of WNY*,"Orchard Park, N.Y.",853,-21.4
Kinziegreen Marketing Group,"Wausau, Wis.",779,24.3
Purple Door Communications,"Corte Madera, Calif.",643,NA
Oster & Associates,San Diego,610,15.7
Mighty Fudge Studios,"Boulder, Colo.",585,56
Bat Studio,"Oakland, Calif.",550,0
LP&G,"Tucson, Ariz.",507,-41.1
TSA Communications,"Warsaw, Ind.",499,-1.2
Hudson Media Services,New York,355,7.6
Graphicmachine,"Kansas City, Mo.",309,40.5
Griff/SMC Marketing Communications,"Boulder, Colo.",75,0
