,AGENCY-COMPANY,HEADQUARTERS,2015-REVENUE,% CHG,AGENCY-NAME,AGENCY-OWNER
104,Assembly* [MDC Partners],New York,11017500,12.0,Assembly* ,MDC Partners
105,Initiative* [Interpublic],New York,10972100,5.0,Initiative* ,Interpublic
106,Klick,Toronto,10915200,8.1,Klick,Independent
107,McCann Health* [Interpublic],New York,10862400,14.1,McCann Health* ,Interpublic
108,TBWA/WorldHealth* [Omnicom],New York,10807800,-1.1,TBWA/WorldHealth* ,Omnicom
109,Isobar* [Dentsu],London,10701000,23.0,Isobar* ,Dentsu
110,Campbell Ewald* [Interpublic],Detroit,10376700,-8.5,Campbell Ewald* ,Interpublic
111,Sudler & Hennessey* [WPP],New York,10343000,6.6,Sudler & Hennessey* ,WPP
112,Arnold Worldwide* [Havas],Boston,10250000,7.9,Arnold Worldwide* ,Havas
113,Intouch Solutions,"Overland Park, Kan.",10176500,32.5,Intouch Solutions,Independent
114,"Goodby, Silverstein & Partners* [Omnicom]",San Francisco,9960700,-8.3,"Goodby, Silverstein & Partners* ",Omnicom
115,Harrison & Star* [Omnicom],New York,9668400,8.5,Harrison & Star* ,Omnicom
116,Cohn & Wolfe* [WPP],New York,9642300,16.3,Cohn & Wolfe* ,WPP
117,TracyLocke* [Omnicom],Dallas,9625200,0.7,TracyLocke* ,Omnicom
118,Doner* [MDC Partners],"Southfield, Mich.",9547500,-8.6,Doner* ,MDC Partners
119,PHD* [Omnicom],New York,9534000,0.0,PHD* ,Omnicom
120,iProspect* [Dentsu],Boston,9472600,-2.0,iProspect* ,Dentsu
121,Derse*,Milwaukee,9447800,2.5,Derse*,Independent
122,Team One* [Publicis],Los Angeles,9246600,14.0,Team One* ,Publicis
123,Huntsworth Health* [Huntsworth],"Yardley, Pa.",9206500,24.1,Huntsworth Health* ,Huntsworth
124,TMP Worldwide Advertising & Communications,New York,9181600,6.1,TMP Worldwide Advertising & Communications,Independent
125,Innocean Worldwide,"Huntington Beach, Calif.",9127000,4.6,Innocean Worldwide,Independent
126,Group360 Worldwide*,St. Louis,9000000,12.5,Group360 Worldwide*,Independent
127,W2O Group,San Francisco,8846800,16.9,W2O Group,Independent
128,Brunswick Group*,London,8825000,25.0,Brunswick Group*,Independent
129,EPAM Systems,"Newtown, Pa.",8575400,15.9,EPAM Systems,Independent
130,Javelin Marketing Group* [Omnicom],"Irving, Texas",8545000,6.7,Javelin Marketing Group* ,Omnicom
131,Wasserman Media Group*,Los Angeles,8528000,19.6,Wasserman Media Group*,Independent
132,Targetbase* [Omnicom],"Irving, Texas",8411700,0.7,Targetbase* ,Omnicom
133,MRY* [Publicis],New York,8400000,-16.0,MRY* ,Publicis
134,GSD&M* [Omnicom],"Austin, Texas",8305000,-1.0,GSD&M* ,Omnicom
135,Spark* [Publicis],Chicago,8277700,17.6,Spark* ,Publicis
136,Global Experience Specialists* [Viad Corp.],Las Vegas,8252000,-0.5,Global Experience Specialists* ,Viad Corp.
137,Mirum* [WPP],New York,8225100,9.7,Mirum* ,WPP
138,Porter Novelli* [Omnicom],New York,8189300,-0.6,Porter Novelli* ,Omnicom
139,MKTG* [Dentsu],New York,8161500,10.0,MKTG* ,Dentsu
140,WE Communications,"Bellevue, Wash.",8004400,-8.6,WE Communications,Independent
141,Landor* [WPP],San Francisco,8000000,3.7,Landor* ,WPP
142,Blast Radius* [WPP],"Vancouver, British Columbia",7994300,4.5,Blast Radius* ,WPP
143,Resolution Media* [Omnicom],Chicago,7841200,30.3,Resolution Media* ,Omnicom
144,22squared,Atlanta,7664600,2.0,22squared,Independent
145,Periscope,Minneapolis,7438000,7.0,Periscope,Independent
146,VSA Partners,Chicago,7376900,-7.6,VSA Partners,Independent
147,Ivie & Associates,"Flower Mound, Texas",7280900,26.0,Ivie & Associates,Independent
148,SourceLink,"Itasca, Ill.",7280000,9.0,SourceLink,Independent
149,AbelsonTaylor,Chicago,7209200,13.2,AbelsonTaylor,Independent
150,Merkley & Partners* [Omnicom],New York,7100000,6.2,Merkley & Partners* ,Omnicom
151,OMG Outdoor Media Group* [Omnicom],New York,7010200,8.1,OMG Outdoor Media Group* ,Omnicom
152,HelloWorld*,"Southfield, Mich.",7000000,0.0,HelloWorld*,Independent
153,Optimedia International U.S.* [Publicis],New York,6979100,12.8,Optimedia International U.S.* ,Publicis
154,FTI Consulting (Strategic Communications)*,New York,6782800,5.6,FTI Consulting (Strategic Communications)*,Independent
155,SMG Performance Marketing* [Publicis],Chicago,6703800,11.8,SMG Performance Marketing* ,Publicis
156,Finn Partners,New York,6663400,5.5,Finn Partners,Independent
157,Apco Worldwide,Washington,6615200,-4.2,Apco Worldwide,Independent
158,DDB Health/DDB Remedy* [Omnicom],New York,6603700,8.5,DDB Health/DDB Remedy* ,Omnicom
159,Marketing Store,Chicago,6589700,14.6,Marketing Store,Independent
160,Team* [MDC Partners],"Fort Lauderdale, Fla.",6500000,0.0,Team* ,MDC Partners
161,Tribal Worldwide* [Omnicom],New York,6490000,9.1,Tribal Worldwide* ,Omnicom
162,PMK-BNC* [Interpublic],"West Hollywood, Calif.",6350300,15.5,PMK-BNC* ,Interpublic
163,PureRed,"Stone Mountain, Ga.",6315300,15.9,PureRed,Independent
164,Anomaly* [MDC Partners],New York,6234300,21.0,Anomaly* ,MDC Partners
165,Glover Park Group* [WPP],Washington,6193400,0.0,Glover Park Group* ,WPP
166,Saatchi & Saatchi Wellness* [Publicis],New York,6190500,19.0,Saatchi & Saatchi Wellness* ,Publicis
167,Moroch Partners,Dallas,6151900,11.6,Moroch Partners,Independent
168,Neo@Ogilvy* [WPP],New York,6116400,19.4,Neo@Ogilvy* ,WPP
169,Acronym,New York,6085000,21.2,Acronym,Independent
170,Siegel & Gale* [Omnicom],New York,5950400,19.0,Siegel & Gale* ,Omnicom
171,Performics* [Publicis],Chicago,5846000,20.0,Performics* ,Publicis
172,Code and Theory,New York,5800000,,Code and Theory,Independent
173,Allen & Gerritsen,Boston,5743600,0.0,Allen & Gerritsen,Independent
174,CDMiConnect* [Omnicom],New York,5659100,12.1,CDMiConnect* ,Omnicom
175,Rauxa,"Costa Mesa, Calif.",5646000,-5.3,Rauxa,Independent
176,ICR,New York,5620900,10.8,ICR,Independent
177,Havas PR* [Havas],New York,5580000,,Havas PR* ,Havas
178,Mars Agency,"Southfield, Mich.",5500900,1.4,Mars Agency,Independent
179,Rockfish* [WPP],"Rogers, Ark.",5500000,41.0,Rockfish* ,WPP
180,Deep Focus [Engine Group],New York,5478300,19.2,Deep Focus ,Engine Group
181,MWWPR*,New York,5400000,0.9,MWWPR*,Independent
182,Marketing Werks*,Chicago,5397600,-11.1,Marketing Werks*,Independent
183,Barkley,"Kansas City, Mo.",5379000,15.6,Barkley,Independent
184,Fusion Marketing,St. Louis,5360000,7.2,Fusion Marketing,Independent
185,TPN* [Omnicom],Dallas,5337000,7.8,TPN* ,Omnicom
186,Sard Verbinnen & Co.*,New York,5183000,8.9,Sard Verbinnen & Co.*,Independent
187,Healthcare Consultancy Group* [Omnicom],New York,5123200,5.7,Healthcare Consultancy Group* ,Omnicom
188,Essence* [WPP],London,5090300,32.2,Essence* ,WPP
189,Paradysz & PM Digital,New York,5020200,9.5,Paradysz & PM Digital,Independent
190,Brierley & Partners*,"Plano, Texas",5000000,11.1,Brierley & Partners*,Independent
191,Publicis Life Brands Medicus* [Publicis],New York,5000000,0.0,Publicis Life Brands Medicus* ,Publicis
192,Impact XM,"Dayton, N.J.",4962000,6.9,Impact XM,Independent
193,GMMB* [Omnicom],Washington,4950000,-10.0,GMMB* ,Omnicom
194,R&R Partners,Las Vegas,4904000,-0.3,R&R Partners,Independent
195,Russ Reid Co.* [Omnicom],"Pasadena, Calif.",4878400,0.7,Russ Reid Co.* ,Omnicom
196,Ackerman McQueen,Oklahoma City,4807400,2.5,Ackerman McQueen,Independent
197,Carmichael Lynch* [Interpublic],Minneapolis,4778300,8.5,Carmichael Lynch* ,Interpublic
198,DKC,New York,4695000,13.1,DKC,Independent
199,Ruder Finn*,New York,4640000,0.1,Ruder Finn*,Independent
200,R2C Group,"Portland, Ore.",4580000,3.5,R2C Group,Independent
201,M&C Saatchi,London,4533300,81.3,M&C Saatchi,Independent
202,Publicis Health Media* [Publicis],Philadelphia,4500000,50.0,Publicis Health Media* ,Publicis
203,Kobie Marketing,"St. Petersburg, Fla.",4500000,77.6,Kobie Marketing,Independent
204,Media Storm*,"Norwalk, Conn.",4450600,0.0,Media Storm*,Independent
205,U.S. International Media*,Los Angeles,4403600,0.9,U.S. International Media*,Independent
206,GlobalHue*,"Southfield, Mich.",4394600,-13.5,GlobalHue*,Independent
207,Sandbox Group,Chicago,4387600,18.7,Sandbox Group,Independent
208,Allied Integrated Marketing*,"Cambridge, Mass.",4374100,7.9,Allied Integrated Marketing*,Independent
209,Magna Global* [Interpublic],New York,4373400,15.0,Magna Global* ,Interpublic
210,Vizeum* [Dentsu],New York,4331200,45.0,Vizeum* ,Dentsu
211,Pepperjam,"Wilkes-Barre, Pa.",4230000,,Pepperjam,Independent
212,BVK,Milwaukee,4225000,10.0,BVK,Independent
213,Ayzenberg Group,"Pasadena, Calif.",4205000,31.4,Ayzenberg Group,Independent
214,The Bloc,New York,4172600,-8.1,The Bloc,Independent
215,Didit,"Mineola, N.Y.",4147800,32.5,Didit,Independent
216,Marc USA [Eastport Holdings],Pittsburgh,4120700,-5.1,Marc USA ,Eastport Holdings
217,Allison & Partners* [MDC Partners],San Francisco,4100000,29.2,Allison & Partners* ,MDC Partners
218,Sparks*,Philadelphia,4087200,4.2,Sparks*,Independent
219,EG+ Worldwide* [Omnicom],"Long Beach, Calif.",4059700,0.7,EG+ Worldwide* ,Omnicom
220,Finsbury* [WPP],New York,4000000,0.8,Finsbury* ,WPP
221,CMI/Compas*,"King of Prussia, Pa.",3955200,32.3,CMI/Compas*,Independent
222,Greater Than One,New York,3920000,35.0,Greater Than One,Independent
223,HackerAgency* [Interpublic],Seattle,3879200,4.2,HackerAgency* ,Interpublic
224,FutureBrand* [Interpublic],London,3853400,13.3,FutureBrand* ,Interpublic
225,Colle & McVoy* [MDC Partners],Minneapolis,3850000,1.3,Colle & McVoy* ,MDC Partners
226,Discovery USA* [Publicis],Chicago,3800000,0.0,Discovery USA* ,Publicis
227,Big Fuel Communications* [Publicis],New York,3755300,2.4,Big Fuel Communications* ,Publicis
228,David & Goliath,"El Segundo, Calif.",3740000,11.3,David & Goliath,Independent
229,Bartle Bogle Hegarty* [Publicis],London,3724600,0.0,Bartle Bogle Hegarty* ,Publicis
230,Razorfish Health* [Publicis],New York,3700000,-7.5,Razorfish Health* ,Publicis
231,Mercury Media*,"Santa Monica, Calif.",3638000,0.0,Mercury Media*,Independent
232,McKinney [Cheil Worldwide],"Durham, N.C.",3620000,6.8,McKinney ,Cheil Worldwide
233,CMD,"Portland, Ore.",3614800,10.6,CMD,Independent
234,Venables Bell & Partners,San Francisco,3600000,-7.7,Venables Bell & Partners,Independent
235,Eric Mower & Associates,"Syracuse, N.Y.",3579100,-1.3,Eric Mower & Associates,Independent
236,PadillaCRT,Minneapolis,3567000,7.4,PadillaCRT,Independent
237,Anderson Direct & Digital,"Poway, Calif.",3560800,4.7,Anderson Direct & Digital,Independent
238,Marina Maher Communications* [Omnicom],New York,3551200,0.6,Marina Maher Communications* ,Omnicom
239,Cramer,"Norwood, Mass.",3550000,36.5,Cramer,Independent
240,AgencyRx* [Omnicom],New York,3549900,-23.7,AgencyRx* ,Omnicom
241,Zeno Group [DJE Holdings],New York,3542100,25.2,Zeno Group ,DJE Holdings
242,Knock,Minneapolis,3527400,13.3,Knock,Independent
243,Doremus* [Omnicom],New York,3523100,3.4,Doremus* ,Omnicom
244,Saatchi & Saatchi X* [Publicis],"Springdale, Ark.",3502200,2.4,Saatchi & Saatchi X* ,Publicis
245,Swirl*,San Francisco,3500000,16.1,Swirl*,Independent
246,Mother New York [Mother Holdings],New York,3500000,6.1,Mother New York ,Mother Holdings
247,Kinetic* [WPP],New York,3480500,2.5,Kinetic* ,WPP
248,MCD Partners [M&C Saatchi],New York,3475000,6.9,MCD Partners ,M&C Saatchi
249,Bader Rutter & Associates,"Brookfield, Wis.",3466800,-3.2,Bader Rutter & Associates,Independent
250,Concentric Health Experience* [MDC Partners],New York,3466000,43.1,Concentric Health Experience* ,MDC Partners
251,MMGY Global,"Kansas City, Mo.",3449300,6.2,MMGY Global,Independent
252,Matomy* [Matomy Media Group],"Tel Aviv, Israel",3423200,3.5,Matomy* ,Matomy Media Group
253,Grizzard Communications Group* [Omnicom],Atlanta,3397500,0.0,Grizzard Communications Group* ,Omnicom
254,Bernstein-Rein Advertising,"Kansas City, Mo.",3386700,-9.7,Bernstein-Rein Advertising,Independent
255,R2integrated,Baltimore,3365400,18.4,R2integrated,Independent
256,Wire Stone,San Francisco,3350000,14.2,Wire Stone,Independent
257,BFG Communications,"Bluffton, S.C.",3345300,-18.5,BFG Communications,Independent
258,Lopez Negrete Communications,Houston,3343800,-21.0,Lopez Negrete Communications,Independent
259,Brodeur Partners*,Boston,3335400,0.0,Brodeur Partners*,Independent
260,Translation*,New York,3316900,-8.7,Translation*,Independent
261,Giant Creative Strategy,San Francisco,3300000,-29.8,Giant Creative Strategy,Independent
262,Laughlin Constable,Chicago,3290000,15.4,Laughlin Constable,Independent
263,Conill* [Publicis],"El Segundo, Calif.",3285300,-4.8,Conill* ,Publicis
264,Fallon* [Publicis],Minneapolis,3285200,5.0,Fallon* ,Publicis
265,Lewis,San Francisco,3284500,17.7,Lewis,Independent
266,Adcom Group,Cleveland,3281100,-7.1,Adcom Group,Independent
267,180 Amsterdam/180LA* [Omnicom],Amsterdam,3272400,15.0,180 Amsterdam/180LA* ,Omnicom
268,Alma* [Omnicom],Miami,3267700,15.0,Alma* ,Omnicom
269,Tukaiz,"Franklin Park, Ill.",3256300,-24.0,Tukaiz,Independent
270,CDM Princeton* [Omnicom],"Princeton, N.J.",3142200,0.0,CDM Princeton* ,Omnicom
271,Davis Elen Advertising,Los Angeles,3129700,3.2,Davis Elen Advertising,Independent
272,Fahlgren Mortine,"Columbus, Ohio",3118900,5.1,Fahlgren Mortine,Independent
273,CCG Marketing Solutions*,"West Caldwell, N.J.",3100000,0.0,CCG Marketing Solutions*,Independent
274,Healthwork* [Omnicom],New York,3100000,,Healthwork* ,Omnicom
275,Orion Holdings* [Interpublic],New York,3039200,2.0,Orion Holdings* ,Interpublic
276,Pop* [Advance Publications],Seattle,3036400,-8.5,Pop* ,Advance Publications
277,Bravo Group* [WPP],Miami,3027000,-5.4,Bravo Group* ,WPP
278,Grayling* [Huntsworth],London,3025100,-19.8,Grayling* ,Huntsworth
279,T3,"Austin, Texas",3020400,-0.6,T3,Independent
280,Mekanism,San Francisco,3019300,20.0,Mekanism,Independent
281,LatinWorks* [Omnicom],"Austin, Texas",3011900,-16.4,LatinWorks* ,Omnicom
282,WongDoody,Seattle,3000000,0.0,WongDoody,Independent
283,Heartbeat Ideas* [Publicis],New York,3000000,50.0,Heartbeat Ideas* ,Publicis
284,ID Media* [Interpublic],New York,2996000,7.0,ID Media* ,Interpublic
285,Blue State Digital* [WPP],New York,2985600,6.6,Blue State Digital* ,WPP
286,Fitch* [WPP],London,2959900,6.6,Fitch* ,WPP
287,Firstborn* [Dentsu],New York,2953500,1.0,Firstborn* ,Dentsu
288,Eleven,San Francisco,2930500,-3.9,Eleven,Independent
289,Women's Marketing,"Westport, Conn.",2900000,,Women's Marketing,Independent
290,Pereira & O'Dell,San Francisco,2900000,20.8,Pereira & O'Dell,Independent
291,Elite SEM*,New York,2850000,39.7,Elite SEM*,Independent
292,A.B. Data,Milwaukee,2846200,5.0,A.B. Data,Independent
293,RevHealth,"Morristown, N.J.",2800000,21.7,RevHealth,Independent
294,Jellyfish,Baltimore,2800000,150.0,Jellyfish,Independent
295,Martin Williams* [Omnicom],Minneapolis,2760400,3.0,Martin Williams* ,Omnicom
296,"Butler, Shine, Stern & Partners","Sausalito, Calif.",2757300,-2.3,"Butler, Shine, Stern & Partners",Independent
297,Text 100 [Next Fifteen Communications Group],New York,2751100,10.7,Text 100 ,Next Fifteen Communications Group
298,Coyne Public Relations,"Parsippany, N.J.",2700000,17.3,Coyne Public Relations,Independent
299,BrunnerWorks,Pittsburgh,2700000,-7.2,BrunnerWorks,Independent
300,Access Emanate Communications* [Omnicom],San Francisco,2697600,1.8,Access Emanate Communications* ,Omnicom
301,Adelphi Group* [Omnicom],New York,2693000,8.5,Adelphi Group* ,Omnicom
302,Jackson Marketing Group*,"Greenville, S.C.",2660000,-2.4,Jackson Marketing Group*,Independent
303,OutCast Agency [Next Fifteen Communications Group],San Francisco,2600000,4.0,OutCast Agency ,Next Fifteen Communications Group
304,Carrot Creative*,"Brooklyn, N.Y.",2600000,60.8,Carrot Creative*,Independent
305,M Booth [Next Fifteen Communications Group],New York,2554600,35.5,M Booth ,Next Fifteen Communications Group
306,Red Interactive Agency*,"Santa Monica, Calif.",2553100,17.4,Red Interactive Agency*,Independent
307,Dieste* [Omnicom],Dallas,2550000,20.0,Dieste* ,Omnicom
308,Cadient*,"Malvern, Pa.",2550000,0.0,Cadient*,Independent
309,Revolution,Chicago,2535000,12.0,Revolution,Independent
310,Switch*,St. Louis,2525100,-10.6,Switch*,Independent
311,Empower MediaMarketing,Cincinnati,2500000,0.0,Empower MediaMarketing,Independent
312,Biolumina* [Omnicom],New York,2500000,0.0,Biolumina* ,Omnicom
313,Grupo Gallegos,"Huntington Beach, Calif.",2500000,-3.8,Grupo Gallegos,Independent
314,Vitro* [MDC Partners],San Diego,2490000,3.3,Vitro* ,MDC Partners
315,Regan Communications Group*,Boston,2454700,-3.6,Regan Communications Group*,Independent
316,Guild,"Brooklyn, N.Y.",2450000,8.9,Guild,Independent
317,Alcone Marketing* [Omnicom],"Irvine, Calif.",2425700,-4.1,Alcone Marketing* ,Omnicom
318,MicroMass Communications,"Cary, N.C.",2420000,4.3,MicroMass Communications,Independent
319,DiD,"Ambler, Pa.",2400000,50.0,DiD,Independent
320,Tapestry* [Publicis],Chicago,2383800,-5.7,Tapestry* ,Publicis
321,Dailey* [Interpublic],"West Hollywood, Calif.",2363300,-8.8,Dailey* ,Interpublic
322,Closerlook*,Chicago,2360000,10.3,Closerlook*,Independent
323,Kern* [Omnicom],"Woodland Hills, Calif.",2348800,5.0,Kern* ,Omnicom
324,The Search Agency*,Los Angeles,2328800,8.0,The Search Agency*,Independent
325,John McNeil Studio,"Berkeley, Calif.",2324900,5.4,John McNeil Studio,Independent
